class,cost,ctmi,crv_arc,crv_plane,crv_pro,diss_10,diss_20,diss_25,diss_5,diss_a,rough_10,rough_20,rough_25,rough_5,rough_a,slp_d,sp_10,sp_20,sp_25,sp_5,sp_a,dem_m
not,1576.859985,7.4035301,-0.041745,0.0382405,0.0799855,0.378413,0.366162,0.413033,0.428238,0.396461,2.6684599,3.66998,3.96785,1.86704,3.04333,9.3390903,-1.8681,-5.2384601,-6.1495399,-0.362915,-3.4047501,543.1539917
not,1351.530029,6.3912702,0.418128,0.0900279,-0.328101,0.574414,0.53155,0.511119,0.609811,0.556723,3.6947,4.38657,4.6206698,2.77317,3.8687799,19.3913002,3.5070801,1.67224,-0.399109,1.9325,1.67818,707.7789917
not,1213.709961,7.56109,0.376157,0.0033894,-0.372768,0.345032,0.223767,0.202198,0.468104,0.309775,4.2908602,5.6351199,5.9427099,3.12094,4.7474098,25.0925999,-3.48926,-13.349,-17.9738007,-0.408936,-8.8052397,655.6929932
not,1363.839966,7.2171698,0.501694,0.0433811,-0.458313,0.436376,0.406882,0.413607,0.529212,0.446519,3.3907599,4.27774,4.2988501,2.25333,3.5551701,12.4162998,1.84943,3.11902,3.0670199,0.999695,2.25879,561.8140259
not,1423.880005,6.6970501,-0.376233,0.192739,0.568972,0.556675,0.649068,0.647058,0.453192,0.576498,2.67555,3.4019201,3.63887,2.01561,2.9329901,10.4913998,2.6161499,7.4609399,9.30688,0.592041,4.994,633.7130127
not,558.4160156,6.2740302,0.4601,0.0990335,-0.361066,0.483574,0.562837,0.524266,0.526212,0.524222,2.6342499,3.0706301,3.2474699,2.1308999,2.7708099,12.7433004,-0.431946,-3.7939501,-5.4312701,0.191956,-2.3663001,634.2890015
not,1483.310059,10.7334995,-0.627004,-0.615818,0.0111866,0.623749,0.760303,0.799657,0.385101,0.642202,2.03336,3.24052,3.6484599,1.13209,2.5136099,3.06989,-0.731567,3.55951,7.5018902,-0.837036,2.3731999,575.5980225
not,3295.02002,5.9387298,2.0069301,-0.162731,-2.1696601,0.856958,0.8715,0.853651,0.7757,0.839452,3.65029,4.7890201,5.17273,2.6509099,4.0657401,17.5492992,7.2981,19.7238007,25.9074993,2.3142099,13.8108997,882.7349854
not,1114.109985,9.8300304,0.0421218,0.0542822,0.0121604,0.370945,0.570994,0.668438,0.413541,0.505979,2.2619901,3.2037201,3.51002,1.45614,2.60797,3.3260701,-1.26135,-1.73676,-0.397583,-0.254578,-0.912567,638.7249756
not,1529.719971,4.6165299,0.585561,-0.547745,-1.13331,0.554729,0.468086,0.467989,0.585736,0.519135,4.2318702,4.5858998,4.7303901,3.4163301,4.2411199,30.6772995,9.5336905,11.0986996,10.302,3.66431,8.6496696,676.8590088
not,3009.959961,5.5422001,-0.627004,-0.533897,0.0931076,0.6,0.718958,0.750793,0.567034,0.659196,3.61554,4.1526098,4.2927198,2.8700099,3.7327199,19.4230995,4.1683998,11.1815004,14.0562,1.15149,7.63939,625.5510254
not,1112.75,6.2560401,0.4601,0.0820408,-0.378059,0.372718,0.332491,0.359612,0.482824,0.386911,2.9990001,3.89328,3.9554801,2.1897199,3.2593701,12.9668999,-1.93188,-6.7979698,-7.2820401,0.0614624,-3.9876101,567.367981
not,668.3610229,8.2064695,-1.25439,-0.499261,0.755125,0.460851,0.488906,0.551186,0.309962,0.452726,2.17149,2.9004099,3.10391,1.53311,2.4272299,5.6106,-2.3464401,-1.62506,-1.2973,-1.49268,-1.69037,667.309021
not,3332.110107,6.5676398,0.627155,0.237298,-0.389857,0.761811,0.874611,0.892444,0.629553,0.789605,3.04919,4.27701,4.6823802,2.1148901,3.53087,9.5708399,5.7789898,19.2339001,26.4855995,1.43994,13.2346001,611.0219727
not,1171.219971,5.5701098,1.25446,-0.541714,-1.79618,0.626244,0.507252,0.499706,0.679602,0.578201,3.2820001,4.5680799,5.1776099,2.5824201,3.9025199,18.9270992,4.5294199,7.1394,9.3046904,1.99524,5.7421899,682.6500244
not,3482.27002,5.8024302,0.125386,-0.0187234,-0.144109,0.559364,0.606024,0.636397,0.537843,0.584907,3.8104999,4.91324,5.2008801,2.7899101,4.1786399,19.9218006,4.1337299,10.4583998,13.8610001,1.0954601,7.3871498,585.9949951
not,1940.719971,6.1900201,0.0000754,-0.0242847,-0.02436,0.452262,0.521449,0.537568,0.514821,0.506525,3.3669901,4.3864102,4.5669298,2.4091201,3.6823599,13.8189001,-0.694824,-1.43408,-1.85181,-0.183533,-1.04106,624.0609741
not,4580.669922,4.5201702,2.13254,1.94563,-0.186903,0.505798,0.424361,0.391422,0.600001,0.480395,4.11518,4.99191,5.41324,2.9650199,4.3713398,18.0879002,-0.565125,-12.2827997,-13.5789003,2.7440801,-5.92068,688.882019
not,119.0619965,6.0592098,0.626929,0.239628,-0.387301,0.391841,0.179031,0.173474,0.629802,0.343537,1.96937,3.44508,3.89749,1.3391,2.66276,4.0091801,0.0175781,-5.00629,-7.3098798,0.951965,-2.8366499,601.1329956
not,1421.329956,6.3228798,-1.38,-1.59038,-0.210384,0.607809,0.552168,0.552785,0.605176,0.579485,3.6325901,4.6082802,5.14994,2.82039,4.0528002,23.3038006,3.7907701,2.04443,1.11481,0.602905,1.88823,755.0230103
not,839.0510254,5.8271499,-0.125235,0.0056749,0.13091,0.407714,0.305556,0.277869,0.511799,0.375734,4.1865602,5.2260199,5.6175399,3.23997,4.5675201,23.8439999,-1.2859499,-13.2595997,-20.7264996,0.754272,-8.6294403,736.2949829
not,662.4299927,5.7455301,0.920124,-0.0067686,-0.926892,0.76566,0.70738,0.541603,0.784391,0.699759,2.0348301,2.56022,2.8893399,1.48274,2.24178,5.4785199,3.9924901,6.64288,6.3445401,1.3915401,4.5928602,628.9719849
not,4258.25,6.5398898,-0.752616,-0.361363,0.391253,0.431927,0.510486,0.566424,0.418804,0.48191,4.71595,6.1999202,6.5506501,3.3662,5.20818,21.3085003,-1.95825,0.324768,4.0055499,-1.49304,0.219757,844.8720093
not,1441.849976,7.34584,0.208951,0.0839146,-0.125037,0.596154,0.672872,0.693394,0.566154,0.632143,3.2667999,4.2527399,4.5650902,2.47791,3.64063,16.1917992,1.49792,4.0750699,5.80621,0.317749,2.9242401,693.7930298
not,1765.079956,6.4159498,0.878153,0.113865,-0.764288,0.547646,0.607667,0.636474,0.54106,0.583212,4.6712198,5.9315701,6.41466,3.3011799,5.0796599,23.8223991,2.04883,3.0670199,3.9640501,0.809082,2.47224,878.6370239
not,470.1149902,7.0845098,-0.0415943,-0.0417062,-0.0001119,0.90968,0.962112,0.964104,0.776006,0.902975,1.31004,2.1097701,2.2676101,1.0173301,1.67619,2.87834,1.32526,3.98596,4.6870699,0.632629,2.6577301,657.9279785
not,2624.360107,5.7891898,-0.209177,-0.79894,-0.589763,0.904278,0.951786,0.942648,0.843222,0.910483,2.7281899,3.9021001,4.4301901,1.9927599,3.26331,10.4050999,6.5755601,15.6848001,20.2066994,2.13818,11.1513004,677.9429932
not,469.9609985,8.42453,-0.459874,-0.221124,0.23875,0.304552,0.213285,0.170476,0.470456,0.289692,2.6846299,3.7074101,4.1331401,2.06511,3.1475699,10.4431,-1.09869,-7.9962802,-12.1843996,-0.0045776,-5.3210001,564.2189941
not,1189.900024,6.2881198,-0.125612,-0.548433,-0.422821,0.662003,0.667611,0.685676,0.556719,0.643002,2.7511101,3.2488301,3.51791,2.1888001,2.9266601,15.5750999,0.0222778,2.0656099,5.05408,-0.31488,1.7067699,669.1380005
not,879.0130005,6.18644,0.794512,0.667891,-0.126621,0.465989,0.428387,0.413764,0.494979,0.45078,3.8046701,4.9035902,5.0766301,2.8987801,4.1709199,23.3644009,-0.28363,-9.3179903,-13.9876003,0.703247,-5.7214999,712.2160034
not,562.0910034,9.83498,-2.2160299,-2.07761,0.13842,0.303196,0.173895,0.172592,0.393496,0.260795,3.21294,4.4995699,4.6819501,2.4279201,3.7056,15.6160002,-4.1951299,-9.8010902,-11.9012003,-1.61517,-6.87814,560.6630249
not,3775.830078,4.86062,1.7144099,1.53452,-0.179886,0.604502,0.644982,0.658263,0.589745,0.624373,4.0018301,5.1935301,5.43682,2.9809,4.4032698,24.9262009,2.81128,1.0187401,1.59155,2.5459001,1.99187,746.3540039
not,6245,7.0752301,-0.627381,-0.472144,0.155237,0.525097,0.518082,0.561477,0.515623,0.53007,4.5841799,6.1803799,6.6700501,3.2571101,5.1729298,23.3334007,-1.59839,-8.5546303,-9.6207895,-0.457031,-5.0577102,905.6959839
not,662.1270142,7.7181702,-0.292743,-0.0792171,0.213526,0.453488,0.357425,0.345159,0.48731,0.410846,3.04334,3.8203399,4.0625601,2.31072,3.3092401,14.2229004,-2.7741699,-9.83673,-12.2031002,-0.660217,-6.3685498,539.3270264
not,4243.479981,5.9689102,0.58541,0.367708,-0.217702,0.734584,0.811882,0.833157,0.639036,0.754665,2.4075301,3.5318999,4.0093098,1.72104,2.9174399,8.7224197,1.82935,6.5117798,10.0532999,0.789001,4.7958498,596.5949707
not,645.1370239,6.3776698,-0.334412,0.007078,0.34149,0.408046,0.40539,0.37873,0.429105,0.405318,3.22859,3.8362401,4.06111,2.7146101,3.46014,17.0053005,-1.97333,-7.4359102,-10.4733,-0.430237,-5.0781898,598.2210083
not,432.696991,6.9309101,-1.92329,-1.9874001,-0.0641155,0.452276,0.554028,0.593008,0.511502,0.527703,3.31848,3.8073101,4.0069199,2.6263399,3.43976,22.3127003,-4.4713702,-1.2818,3.2357199,-2.0006101,-1.1295201,601.9119873
not,1986.530029,6.6779799,0.125537,-0.116707,-0.242244,0.515455,0.628412,0.614693,0.459246,0.554451,3.0104499,4.04321,4.1490202,2.01407,3.3041899,8.5866499,0.74585,6.1716299,8.18787,0.149292,3.8136599,553.414978
not,2200.110107,7.21874,0.167055,0.0227401,-0.144315,0.463383,0.458304,0.478906,0.4744,0.468748,4.5416598,5.8287201,6.24052,3.33096,4.9854698,25.8083992,-3.16449,-8.0611,-10.6943998,-1.09045,-5.7526102,938.4790039
not,792.9920044,7.0680699,0.125537,-0.0920717,-0.217608,0.443144,0.465937,0.445468,0.444558,0.449777,3.78596,4.6314301,4.84724,2.90782,4.0431099,18.3782005,-4.93115,-8.8347797,-8.3100004,-0.906433,-5.7455902,820.3859863
not,225.923996,7.0144901,-1.12892,-0.430931,0.697994,0.335518,0.422385,0.439344,0.334031,0.382819,2.63065,3.4892099,3.7476001,1.98695,2.9635999,10.6883001,-3.3626699,-9.1917696,-10.9315004,-0.962952,-6.1122098,682.8540039
not,0,12.0340004,-3.4704101,-1.4333,2.0371101,0.164705,0.264853,0.302789,0.204444,0.234198,2.85834,3.2117701,3.4572101,1.83002,2.83933,4.28936,-9.0636597,-10.9111996,-8.9917002,-3.4987199,-8.1163197,634.6950073
not,59.9132004,10.8986998,-1.00331,-0.0789581,0.924354,0.114753,0.104911,0.094947,0.104923,0.104883,2.90786,4.0953798,4.4665899,1.99007,3.36497,4.0910001,-10.0749998,-24.2805996,-29.1676998,-3.2206399,-16.6860008,683.0570068
not,189.1690063,4.2948599,2.6759,2.43608,-0.239824,0.569347,0.39117,0.344871,0.553862,0.464813,3.87096,4.6060801,4.9381199,2.84043,4.0639,22.2521,1.23682,-6.3309898,-11.9303999,1.20667,-3.9544699,734.0939941
not,486.2319946,5.9908299,0.376308,0.319078,-0.0572301,0.306338,0.253237,0.28026,0.462875,0.325677,3.06917,3.8930299,4.21489,2.4420099,3.4047699,16.7092991,-2.8971601,-9.9808302,-12.8261995,-0.129639,-6.4584699,588.0609741
not,5140.879883,5.4478998,0.0838668,0.285372,0.201505,0.517865,0.462915,0.439209,0.497993,0.479496,4.3340998,6.1228099,6.8250499,2.8581901,5.0350399,14.4840002,0.249817,-6.2747798,-11.5153999,0.398071,-4.2855701,1011.219971
not,1105.550049,6.6757598,0.376233,0.116815,-0.259418,0.483099,0.528313,0.545285,0.492625,0.51233,3.2019801,3.7413299,3.7581201,2.4595799,3.2902501,14.8333998,-2.46716,-4.3073101,-3.3466201,-0.441528,-2.64066,636.7609863
not,614.526001,8.50035,-0.543439,-0.0897951,0.453644,0.128147,0.113497,0.134393,0.23907,0.153777,2.7597301,3.4894199,3.5021901,1.6862299,2.85939,5.22962,-3.39252,-7.1029701,-6.8873901,-0.890137,-4.5682502,593.4790039
not,1657.280029,5.8412099,-0.0835654,-0.141802,-0.0582367,0.692611,0.749587,0.799166,0.61681,0.714543,2.87746,4.3396101,5.04845,2.5901501,3.7139201,19.2205009,3.8004799,12.2188997,17.7432995,0.530151,8.5732002,622.7399902
not,2919.320068,5.8439698,-2.0904901,-0.662421,1.4280699,0.65684,0.495149,0.415919,0.493165,0.515268,4.1875,4.9473901,5.0613298,2.90604,4.2755699,19.1714993,5.74506,12.4713001,15.9098997,1.6088901,8.9337902,628.2269897
not,1437.109985,6.4754701,-0.209328,0.0315774,0.240905,0.603003,0.739252,0.737106,0.454913,0.633569,2.8585701,3.6666501,3.9317,2.1568999,3.15346,15.5007,0.456238,5.0896001,7.3582802,-0.328247,3.14397,684.9530029
not,1584.680054,6.94485,-0.208951,-0.278345,-0.0693936,0.5,0.617525,0.656251,0.468049,0.560456,2.89064,3.1787701,3.27262,2.15839,2.8751099,9.8397703,-1.87555,-0.97168,0.824829,-0.611206,-0.658401,684.2080078
not,1719.880005,6.3634501,-0.041745,-0.153165,-0.11142,0.855855,0.917012,0.933054,0.7546,0.86513,2.0724499,2.62779,2.8017299,1.6389,2.2852199,8.81674,3.7084401,10.0472002,13.04,0.868835,6.9161201,700.1259766
not,878.9840088,6.3646302,-0.710796,-0.402061,0.308735,0.332713,0.264422,0.25561,0.451437,0.326045,4.32691,5.0466299,5.1642699,3.38291,4.4801798,27.3124008,-1.15192,-5.65942,-8.8634596,0.0280151,-3.9117,687.96698
not,1940.939941,6.6578898,-0.376383,0.018696,0.395079,0.432004,0.478261,0.477625,0.442781,0.457667,3.9578099,5.0636201,5.1545401,2.8114901,4.24687,19.1184006,-0.777466,-0.344727,-0.123779,-0.381348,-0.40683,596.4940186
not,1081.449951,6.6680198,0.167055,-0.0575766,-0.224632,0.962885,0.9838,0.914738,0.9218,0.945806,2.1748199,2.89995,3.1206999,1.47032,2.41645,2.18348,6.4776602,11.9433002,13.7594995,2.15698,8.5843697,738.0560303
not,990.9530029,7.6771002,0.250922,0.222846,-0.0280761,0.495546,0.428095,0.442339,0.591687,0.489417,3.2830901,3.8014901,3.8736701,2.55266,3.3777299,16.2719994,0.724915,-5.2937598,-7.8807998,0.75592,-2.92343,548.9110107
not,2284.23999,5.5118098,0.0835654,0.22344,0.139874,0.500581,0.675183,0.707841,0.559378,0.610746,2.4258201,3.11234,3.48473,1.5918,2.6536701,6.9085302,1.6445301,5.7981601,8.8236704,0.582886,4.2123098,704.9349976
not,791.3579712,6.4253502,0.125537,-0.0200542,-0.145591,0.587523,0.614654,0.51512,0.537259,0.563639,3.25421,3.4246399,3.8174901,2.7727499,3.31727,18.7879009,0.0186768,-0.775513,-0.514832,0.165588,-0.27652,614.7819824
not,729.9609985,10.2254,-0.250998,-0.270863,-0.0198651,0.51146,0.430127,0.413853,0.519999,0.46886,3.59658,5.0323901,5.5505099,2.6254001,4.20122,18.6798992,-4.1363502,-9.9117403,-13.1718998,-1.5144,-7.18361,852.5930176
not,1127.560059,5.5507498,0.668975,0.421052,-0.247923,0.448217,0.378921,0.368549,0.537208,0.433224,3.8708301,5.0092502,5.5528798,3.01036,4.3608298,24.9923,-0.0153809,-8.3571796,-11.4926004,0.807373,-4.76443,803.4530029
not,868.7789917,5.9948201,0.0418204,-0.0159169,-0.0577373,0.485138,0.390647,0.404202,0.608026,0.472003,3.1107299,3.7079999,3.7932799,2.4119201,3.25598,12.6392002,1.75433,-0.242188,-1.3532701,0.896851,0.263931,653.7960205
not,1797.160034,7.2970099,-0.292667,0.0429744,0.335642,0.430541,0.344541,0.325016,0.464072,0.391042,4.0741701,5.4095502,5.6977301,2.9477999,4.53231,21.1170006,-0.846802,-3.5943601,-5.2683702,-0.21991,-2.4823599,597.1030273
not,141.0160065,6.2739201,-0.501769,0.175128,0.676897,0.0610077,0.0373129,0.0342344,0.101307,0.0584655,3.5947101,5.2906599,5.7006302,2.2169199,4.2007298,3.23634,-6.9798598,-17.4652996,-23.2903004,-2.49945,-12.5586996,655.9970093
not,1982.27002,5.70577,1.96496,0.103909,-1.86105,0.724229,0.696297,0.613276,0.617703,0.662876,3.84811,3.9827499,3.96946,3.10132,3.72541,21.7621002,5.5584698,11.9372997,11.9582996,1.79871,7.81317,645.2620239
not,3860.929932,7.53618,0.292667,0.169315,-0.123352,0.529519,0.54789,0.553774,0.517967,0.537287,4.3206301,5.6616402,6.1105399,3.1781299,4.8177299,24.8952007,1.54706,9.8449697,13.8580999,0.405579,6.4139299,853.5079956
not,1890.969971,6.0585198,-0.54359,-0.0778804,0.465709,0.520588,0.629189,0.635688,0.411699,0.549291,3.59026,4.1869602,4.2723098,2.93401,3.7458799,22.8220997,0.875732,8.9206495,10.4988003,-0.962891,4.8330698,730.1309814
not,1488.869995,5.9767199,-1.17082,-0.691642,0.479178,0.389174,0.335873,0.347779,0.447101,0.379982,4.7115302,5.50947,5.47223,3.4770801,4.7925801,28.0487003,-2.7055099,-12.2461996,-15.4569998,-1.16113,-7.8924599,710.2520142
not,724.098999,4.2717199,1.54705,0.920541,-0.626512,0.369828,0.254684,0.220588,0.478375,0.330869,3.16102,4.0324502,4.29321,2.5513301,3.5095,22.7206993,2.7312601,-0.662598,-2.4332299,1.92035,0.388947,595.7819824
not,3299.780029,6.6968999,0.0416697,-0.0049961,-0.0466658,0.449027,0.542497,0.525473,0.484276,0.500318,4.2316599,5.4456301,5.8041701,3.0605099,4.6354899,22.1690006,0.220276,2.99646,6.2698998,0.259644,2.4365699,621.4869995
not,2961.409912,5.5488801,-0.251073,-0.0229352,0.228138,0.49149,0.477738,0.461143,0.486411,0.479196,5.24859,6.0436201,6.3179402,4.0494099,5.4148898,35.0122986,-0.429688,6.9534302,10.2159004,-0.333679,4.1015,652.6110229
not,696.6129761,7.0717001,0.334488,0.305452,-0.0290354,0.65479,0.5495,0.575027,0.757005,0.63408,1.77126,2.46909,2.6122,1.25325,2.0264499,1.45865,2.1140699,3.8508301,4.9518399,1.20331,3.03001,700.9719849
not,2487.169922,6.5424099,-0.376383,-0.525139,-0.148755,0.569018,0.674213,0.713927,0.509286,0.616611,4.0741801,5.2747798,5.66921,2.9189301,4.4842701,19.0776005,-1.94708,2.6784101,7.0221601,-0.995972,1.68938,928.2180176
not,179.4680023,7.3619399,0.250922,0.370582,0.11966,0.296338,0.307314,0.309349,0.380754,0.323439,2.5871699,3.53457,3.7920001,1.9892,2.9757299,12.8759003,-4.9243202,-13.9291,-17.6236992,-1.11884,-9.3989897,615.322998
not,1535.079956,4.8348098,0.585259,-0.161459,-0.746718,0.707751,0.487207,0.450273,0.703164,0.587099,3.64399,4.4358602,5.0812101,3.2483699,4.1023598,25.4962006,9.8712196,11.1725998,6.9781499,3.5656099,7.8969002,728.5059814
not,236.5740051,7.7077899,-0.167357,0.18559,0.352947,0.214554,0.168316,0.165248,0.226212,0.193583,3.05492,4.2245798,4.5750499,2.2183101,3.5182199,12.9063997,-7.0900302,-13.3053999,-16.1096992,-2.7804599,-9.8213797,586.7399902
not,459.6629944,6.0315299,-0.334563,-0.105995,0.228569,0.291237,0.248935,0.279391,0.461417,0.320245,3.0121801,3.65136,3.8670399,2.45207,3.2456601,16.0778999,-1.97229,-7.9064298,-11.4789,0.216125,-5.2853699,515.1119995
not,794.7960205,6.6975799,0.585335,0.884579,0.299245,0.321496,0.245832,0.232707,0.421456,0.305373,4.1594601,5.2094002,5.5738401,3.3789599,4.58042,29.0412998,-6.12994,-23.4029007,-29.0988007,0.493347,-14.5346003,628.7349854
not,1758.380005,7.3729901,0.836106,0.357405,-0.478701,0.618998,0.721519,0.75964,0.521661,0.655454,2.8799,3.2876699,3.34533,2.18662,2.92488,10.6691999,0.172852,2.38519,4.1076002,0.411865,1.76938,742.8309937
not,233.1320038,8.10674,-1.17044,-0.873405,0.297039,0.279547,0.363223,0.398696,0.38798,0.357361,3.20472,4.0782299,4.3156099,2.0824499,3.4202499,12.2476997,-5.0920401,-11.0059996,-12.2339001,-1.18573,-7.3794398,785.367981
not,1898.849976,5.1536698,-0.041745,-0.0318631,0.0098819,0.762238,0.818874,0.858502,0.670214,0.777457,2.87464,3.1860399,3.38976,2.4614301,2.9779699,19.1208992,6.32025,13.6605997,16.6590996,1.5968,9.5591698,667.5120239
not,969.9169922,5.31428,0.794361,0.148098,-0.646263,0.542361,0.520643,0.463831,0.555405,0.52056,3.4221001,4.5224299,5.0152702,2.4670801,3.85672,16.4491997,4.95123,4.8706698,2.6146901,1.93628,3.59322,623.4180298
not,939.1439819,5.5793099,-0.250847,0.0119273,0.262774,0.525306,0.572376,0.51903,0.481714,0.524606,3.4328899,3.6054001,3.8399999,2.76967,3.4119899,18.7658997,-0.84552,-1.75684,-2.4147301,-0.676086,-1.42329,618.710022
not,599.6190186,6.4072299,0.251148,0.074167,-0.176981,0.579094,0.437805,0.409445,0.461392,0.471934,2.60938,2.93677,3.18823,2.2323501,2.7416799,11.1969004,-0.661865,-0.991394,-1.5123301,-0.515076,-0.920166,840.5369873
not,1009.609985,7.3253798,-0.669201,-0.943551,-0.274349,0.601167,0.709037,0.740844,0.538081,0.647282,2.7820899,3.6045301,4.0385299,1.89518,3.08008,8.9822197,-0.534729,2.57886,4.25354,-1.08337,1.30357,696.8070068
not,475.8479919,6.54006,-0.208951,-0.130512,0.0784397,0.458332,0.353715,0.415591,0.512582,0.435055,2.0488901,3.1396301,3.5552399,1.68477,2.6071301,12.2247,-2.2047701,-5.45398,-5.7930298,-0.64386,-3.52391,627.9559937
not,199.1690063,6.4650698,0.250998,0.145442,-0.105556,0.46032,0.140731,0.140012,0.469516,0.302645,1.61344,3.00473,3.4601099,1.18119,2.3148701,2.67414,0.297363,-2.27191,-3.9374399,0.24585,-1.41653,598.2210083
not,63.8036995,8.2933197,-1.25439,-0.173115,1.08127,0.200299,0.0959888,0.0748187,0.209495,0.14515,2.3158901,3.3743401,3.80372,1.7970999,2.8227601,10.6272001,-4.46454,-10.1304998,-13.9235001,-2.10938,-7.65698,565.6749878
not,419.0039978,7.1361098,0.460175,0.0489836,-0.411191,0.533386,0.593548,0.56617,0.617958,0.577765,2.97964,4.0788202,4.3697801,2.1609001,3.39728,12.1272001,1.19318,0.317139,-0.719727,0.865906,0.414124,746.625
not,3569.800049,10.0657997,-0.16698,-0.0437997,0.12318,0.511006,0.552314,0.574157,0.474004,0.52787,3.7211599,4.9152799,5.2838898,2.60953,4.1324701,14.9240999,-0.995422,-3.3701799,-2.44312,-0.271729,-1.77011,673.4730225
not,456.625,5.1921,0.167282,0.096396,-0.0708855,0.539901,0.56823,0.617623,0.519039,0.561198,2.6001501,2.53585,2.8235199,2.03245,2.4979899,9.4702597,-0.823792,-2.6635101,-0.891907,0.164734,-1.05362,729.3859863
not,253.6519928,8.8016901,-3.2195699,0.158812,3.3783801,0.222553,0.196839,0.189057,0.207405,0.203963,3.0077701,3.6586699,3.8754201,2.51653,3.2646,12.4731998,-8.0064697,-13.4372997,-15.2543001,-4.0949702,-10.1983004,681.6680298
not,23.8164005,7.7627501,-0.50192,-0.0842868,0.417633,0.0987162,0.0641814,0.0558508,0.134955,0.0884259,2.9786899,4.5120602,4.85078,1.72803,3.51739,3.6501,-7.5335102,-17.9855003,-22.3465996,-2.04791,-12.4784002,609.0579834
not,1508.369995,5.3570099,-0.167055,0.268853,0.435909,0.501077,0.469777,0.424776,0.472584,0.467053,3.5552299,4.5869198,4.8843699,2.62466,3.9127901,15.7961998,1.8276401,2.9621,3.7764299,0.325317,2.2228701,650.0709839
not,2771.75,6.0692101,0.0000754,-0.0096034,-0.0096787,0.777888,0.856046,0.877917,0.623116,0.783741,3.03196,3.59219,3.85976,2.4077799,3.2229199,15.5124998,2.6380601,9.2184401,13.1674004,0.306885,6.3326898,574.4459839
not,407.7460022,8.8668098,-0.334412,-0.221197,0.113215,0.238096,0.178858,0.194674,0.317818,0.232362,3.1286399,4.0110302,4.2894001,2.2551601,3.4210601,8.18365,-5.8903198,-17.4538002,-22.5330009,-1.65027,-11.8818998,554.53302
not,190.526001,6.5079198,0.0837161,0.157931,0.0742151,0.266668,0.273382,0.270707,0.250002,0.26519,2.51562,3.00351,3.2181301,2.03754,2.6937001,12.6113997,-2.2499399,-6.38904,-8.7471304,-0.622498,-4.5021501,692.098999
not,1182.280029,6.5433202,-0.167206,-0.126674,0.0405326,0.719102,0.814226,0.839303,0.576001,0.737158,2.2563601,2.8104401,2.8550999,1.89859,2.4551201,9.8018999,1.50104,4.8549199,5.6709599,0.124207,3.03778,730.4699707
not,92.6164017,9.25986,0.125461,0.0788757,-0.0465854,0.129197,0.140296,0.114825,0.213379,0.149424,2.2309899,2.7690401,2.97457,1.49695,2.3678899,2.45225,-2.7185099,-7.5286899,-9.8825102,-0.415161,-5.13622,687.289978
not,101.973999,7.7723598,-1.04528,-0.0535513,0.991732,0.362934,0.255852,0.259451,0.364818,0.310764,1.97928,2.9623301,3.28617,1.73397,2.4904399,14.8618002,-1.2132,-6.63867,-9.5187397,-0.491699,-4.46558,547.5219727
not,1508.979981,5.2230101,-0.292893,0.0195571,0.31245,0.313284,0.439135,0.492849,0.291966,0.384308,3.135,3.94488,4.1606598,2.17173,3.35306,9.1870203,-5.9418898,-10.1258001,-10.0967999,-2.0734301,-7.0594802,779.2039795
not,609.3380127,7.5978198,0.0834147,-0.0568926,-0.140307,0.337236,0.253644,0.253539,0.453316,0.324434,3.48174,4.2981901,4.61411,2.8204,3.8036101,19.8551998,-2.9405501,-13.3358002,-18.1926003,0.0334473,-8.60886,524.7639771
not,22.8749008,7.7829099,0.376459,0.269387,-0.107072,0.125894,0.20755,0.246729,0.0619945,0.160542,2.1273501,2.14781,2.1347101,1.8453799,2.0638101,3.9723001,-3.96857,-4.6044898,-4.79181,-2.5838599,-3.98718,615.3909912
not,910.3389893,7.1852698,-0.334714,-0.77876,-0.444046,0.585283,0.46897,0.454928,0.6596,0.542195,3.0981801,3.3268299,3.36169,2.5685501,3.08881,17.6520004,2.57251,2.73401,2.34442,0.902222,2.1382899,691.7269897
not,4542.470215,5.5588698,0.334638,0.518831,0.184193,0.672568,0.720416,0.712399,0.56613,0.667878,3.42349,4.7571502,5.2886,2.34689,3.95403,13.0173998,5.2485399,16.5655003,23.4368992,1.44293,11.6735001,896.348999
not,1881.869995,6.6930499,-1.58887,-0.276345,1.31253,0.597223,0.702754,0.750597,0.37838,0.607238,2.2399199,2.98807,3.2627599,1.78371,2.56862,8.4601002,-0.525208,2.56335,4.89539,-1.30286,1.40767,730.3690186
not,3301.300049,6.2297101,0.0414436,-0.0176865,-0.0591301,0.88104,0.801693,0.842,0.762446,0.821795,2.5697701,4.0233402,4.45891,1.48536,3.1343501,6.7411599,4.9423199,14.4007998,19.6674004,0.908508,9.9797497,710.9290161
not,18.7402,10.2403002,-0.0835654,-0.0208725,0.0626929,0.0735023,0.0423104,0.0529047,0.114038,0.0706889,1.87506,3.4791601,4.05478,0.903776,2.5782001,1.16584,-2.91254,-12.1391001,-17.7621994,-0.54187,-8.3389196,492.3869934
not,713.2180176,8.3160801,0.125687,0.214117,0.0884295,0.360034,0.314449,0.319834,0.440167,0.358621,3.3452001,3.9753599,4.1336999,2.55843,3.50317,16.7411995,-1.32544,-7.0667701,-9.7530499,-0.304749,-4.6125002,526.9320068
