class,cost,ctmi,crv_arc,crv_plane,crv_pro,diss_10,diss_20,diss_25,diss_5,diss_a,rough_10,rough_20,rough_25,rough_5,rough_a,slp_d,sp_10,sp_20,sp_25,sp_5,sp_a,dem_m
wet,166.9759979,11.1689997,-0.560393,-0.359149,0.201244,0.309307,0.269446,0.14543,0.269707,0.248472,1.11984,1.4359601,1.74819,0.895263,1.2998101,2.1637199,-1.09741,-1.79333,-2.7121601,-0.752869,-1.58894,763.3720093
wet,14.2537003,7.3786602,0.627193,0.321169,-0.306024,0.098901,0.0434432,0.0340693,0.19095,0.0918409,2.11991,3.2509699,3.6889,1.1799001,2.5599201,1.0732,-2.4217501,-9.1666603,-12.9542999,-0.327789,-6.2176199,336.1940002
wet,0,13.5277996,0,0,0,0.0145857,0.0037373,0.0026649,0,0.005247,1.7053,4.2687101,5.1168599,0.181264,2.8180399,0,-0.845398,-9.3309002,-14.6806002,-0.0062866,-6.2157898,446.8370056
wet,0.171395,13.6077003,0,0,0,0.0988949,0.0072929,0.0074523,0.449986,0.140907,0.629123,2.4774699,3.5247099,0.353239,1.74614,0.0380879,0.0024414,-2.8295901,-6.2740798,0.0568542,-2.26109,446.8370056
wet,195.1670074,6.0496602,-2.29967,0,2.29967,0.195386,0.168578,0.12938,0.175471,0.167204,2.48417,3.01524,3.43573,2.39431,2.83236,19.4836998,-3.50195,-9.2508497,-13.0236998,-2.5362501,-7.0781898,710.5900269
wet,97.6584015,5.53898,-0.125235,0.148622,0.273857,0.108741,0.0729715,0.0810681,0.164096,0.106719,2.8792801,3.6020801,3.8198199,2.1865399,3.1219299,13.2697001,-5.8108501,-11.8009996,-14.9101,-2.3137801,-8.7089195,716.8560181
wet,66.9335022,8.03269,1.63069,0.376941,-1.25375,0.145456,0.0963525,0.0790068,0.31599,0.159201,2.33182,3.39557,3.68782,1.47082,2.7215099,9.4019003,-3.8078001,-11.5651999,-15.0313997,-0.284302,-7.6721601,717.3640137
wet,0,15.4268999,0,0,0,0.005508,0.0028321,0.0022694,0,0.0026524,2.89276,5.2828498,6.0250502,0.431259,3.65798,0,-3.45206,-16.4824009,-23.1532001,-0.0405579,-10.7819996,448.3609924
wet,0.24239,10.7173004,0,0,0,0.264709,0.0042255,0.0029384,0.600024,0.217974,0.364955,3.7496099,4.7801199,0.296921,2.2979,0.0380879,0.0343933,-5.9619098,-11.5214996,0.0351257,-4.3534799,448.3609924
wet,136.1970062,10.9948997,0.208951,-0.167724,-0.376676,0.510199,0.0996166,0.0988812,0.661764,0.342615,1.25384,2.3492301,2.7538199,1.09175,1.86216,1.92811,-0.0626221,-2.9843099,-4.8284302,0.307281,-1.89202,449.3089905
wet,69.8457031,8.0668402,-0.0000377,0.0080029,0.0080405,0.349398,0.0780716,0.0601242,0.339813,0.206852,1.19396,2.13557,2.57496,0.943856,1.71208,2.1563201,-1.00266,-3.72104,-5.3439898,-0.333649,-2.6003301,448.2250061
wet,0,20.0995007,-0.209064,0.0098376,0.218902,0,0,0,0,0,2.1840899,3.38413,3.8735499,1.23467,2.6691101,0.582996,-4.28687,-11.9122,-16.0435009,-1.1004601,-8.3357496,344.118988
wet,55.7463989,7.8126001,-0.0836408,0.0250888,0.10873,0.0747921,0.0395715,0.0323546,0.201492,0.0870525,1.8098201,3.1354301,3.6525199,0.982936,2.39518,0.695428,-1.77881,-8.9195604,-12.7048998,-0.0108643,-5.8535199,345.0339966
wet,0,19.7457008,-0.836257,-0.162135,0.674122,0.0041657,0.0021204,0.0015597,0.0144895,0.0055839,1.7916501,2.9753599,3.3640599,0.876571,2.25191,1.7078201,-2.6867099,-8.9798603,-11.9906998,-0.702423,-6.08991,341.4440002
wet,4.842,18.1072998,-0.459874,0.0159055,0.475779,0.0523086,0.0195071,0.0142108,0.161288,0.0618285,1.46682,2.8420701,3.3050699,0.878983,2.12323,0.4955,-1.62357,-7.5219698,-11.1169996,-0.540192,-5.2006798,342.0190125
wet,54.9548988,6.9565101,-0.71072,-0.510054,0.200666,0.128163,0.0662025,0.0537866,0.358494,0.151661,2.02788,3.0341899,3.4212899,1.12028,2.4009099,1.63664,-2.06406,-8.5,-11.8035002,0.137146,-5.55761,342.4599915
wet,0,10.5496998,-0.229899,-0.134164,0.0957349,0.137163,0.0570826,0.049878,0.565742,0.202466,1.2905101,3.53633,4.2053199,0.56359,2.3989401,0.945707,-0.454529,-6.3548002,-10.4018002,-0.062561,-4.3184199,609.1220093
wet,51.924099,5.96983,1.17063,0.0626728,-1.10796,0.131769,0.0772485,0.0648311,0.266668,0.135129,2.09727,3.0627401,3.24542,1.32305,2.4321201,4.7606602,-3.00934,-10.4027004,-12.9701996,-0.0965881,-6.61971,345.677002
wet,340.4360046,6.6150498,0.209064,-0.240998,-0.450062,0.319244,0.311182,0.265626,0.435941,0.332998,3.01037,3.1001401,3.2145801,2.4379799,2.9407699,15.7171001,-1.06598,-4.6421499,-6.7662401,0.749268,-2.9312699,354.178009
wet,0,14.8112001,-0.543477,-0.165234,0.378243,0.0841763,0.0345309,0.0240851,0.153069,0.0739653,1.42115,2.4105401,2.8372099,0.863194,1.88302,1.37396,-1.24152,-4.4688401,-7.1259198,-0.532654,-3.3422301,344.0509949
wet,0,8.2269001,-0.0418581,0.14035,0.182208,0.131831,0.0352277,0.0261124,0.273498,0.116667,1.35944,2.9098699,3.4284,0.951498,2.1623001,2.7801299,-1.25488,-5.6851201,-8.5314598,-0.352478,-3.9559901,387.9769897
wet,843.7529907,5.5665102,0.794399,0.630938,-0.163461,0.243151,0.13934,0.112823,0.37907,0.218596,4.4638801,5.7327399,6.3006201,3.6228001,5.0300102,34.5391006,-4.2192402,-13.0565004,-18.2938004,-0.719147,-9.0721798,480.7709961
wet,238.904007,7.5647202,-0.167169,-0.0588158,0.108353,0.214162,0.0970265,0.0648535,0.364705,0.185187,2.14955,3.26616,3.8264599,1.60412,2.71157,4.4465499,-0.426575,-4.3346901,-7.9124098,-0.0689697,-3.1856599,468.4100037
wet,23.6772003,7.2244701,0.284303,0.191215,-0.0930886,0.0316195,0.0265702,0.0269222,0.0539497,0.0347654,2.86324,4.4109902,4.8181901,1.49751,3.39748,3.3831501,-5.28827,-15.1733999,-19.8484001,-1.08569,-10.3488998,526.2509766
wet,34.6315994,7.4362702,0.267575,0.0719801,-0.195595,0.122006,0.0508836,0.048244,0.650044,0.217794,1.65576,3.6015601,4.1412201,0.799008,2.5493901,1.01314,-0.887878,-8.7212496,-13.9610004,0.358276,-5.8029599,526.2979736
wet,118.3199997,7.76544,-0.752579,-0.10858,0.643998,0.1144,0.0423982,0.0332002,0.182392,0.0930976,2.21438,3.2790401,3.72806,1.7852499,2.7516799,10.1007004,-2.45825,-6.96631,-9.5044298,-1.12177,-5.0126901,393.3269958
wet,94.1958008,6.31499,0.543552,0.286755,-0.256797,0.429578,0.0835624,0.057711,0.622448,0.298325,1.07442,2.17802,2.76491,0.924712,1.73551,3.10638,0.882996,-1.6197799,-3.6908,0.589539,-0.959511,393.4289856
wet,74.7876968,6.7800102,0.29263,-0.0326036,-0.325233,0.0811451,0.0610542,0.0491212,0.290324,0.120411,2.59216,3.6312799,3.9545801,1.12731,2.8263299,3.9001501,-2.8789999,-7.0434299,-8.3642302,0.145905,-4.5351901,394.5809937
wet,80.9841995,7.9362898,-0.20914,0.0527122,0.261852,0.0873176,0.0351883,0.0395562,0.637924,0.199997,1.5335799,3.57811,4.1027002,0.624387,2.4596901,0.614525,-0.899139,-7.7174702,-10.4443998,0.0263367,-4.7586699,394.1400146
wet,0,17.2350998,-4.26474,-1.0862,3.17853,0.105601,0.0537698,0.0470282,0.122868,0.0823167,2.1127601,3.2684901,3.76177,1.57495,2.6794901,3.3599501,-4.4910302,-11.1445999,-14.8424997,-2.6424301,-8.2801399,455.8450012
wet,118.8499985,9.2957802,-0.041745,-0.110839,-0.0690941,0.254473,0.144462,0.101857,0.412935,0.228432,1.94543,3.1319499,3.6809399,1.2707,2.5072501,4.4099698,-2.76105,-9.0321999,-13.0425997,-0.271759,-6.2769098,459.0289917
wet,9.2953501,14.0808001,-0.459798,-0.289233,0.170565,0.198133,0.124348,0.128563,0.416671,0.216929,1.81125,3.1675999,3.65168,0.831703,2.3655601,1.73772,-2.4420199,-9.6094398,-13.3769999,-0.515503,-6.48599,461.8739929
wet,18.0214005,8.1574402,-0.543514,-0.0993735,0.444141,0.0984854,0.120301,0.10907,0.272728,0.150146,1.88727,3.2544899,3.6220601,0.95185,2.42892,3.81422,-2.5104101,-9.2822599,-12.8732996,-0.616699,-6.3206701,462.9909973
wet,24.9137001,7.95014,-0.0418957,-0.0115475,0.0303482,0.0396822,0.014191,0.0104383,0.0833325,0.036911,2.03356,2.7860601,3.23227,1.16484,2.3041799,1.88197,-2.85571,-5.0809002,-6.8254099,-0.568634,-3.83266,391.8710022
wet,12.4626999,8.4667797,0.501732,0.150507,-0.351224,0.0731732,0.0222229,0.0115685,0.101126,0.0520226,1.20658,1.36698,1.91031,0.819811,1.32592,0.983523,-1.1992199,-1.67352,-2.7534499,-0.12793,-1.43853,391.6679993
wet,0,12.1007004,0,0,0,0,0,0,0,0,0.754629,1.63114,1.81085,0.598513,1.1987799,0,-0.324463,-2.11304,-2.8887899,-0.167664,-1.37349,391.3630066
wet,0,21.4916992,0,0,0,0,0,0,0,0,0.673163,1.65799,1.7818201,0,1.02824,0,-0.170715,-2.05124,-2.6997399,0,-1.23042,391.3630066
wet,26.4456005,6.8646102,0.125499,0.44279,0.317291,0.125004,0.117651,0.0512836,0.233771,0.131927,1.13911,1.2400301,1.55496,0.846869,1.19524,4.2277298,-0.41568,-0.771179,-1.40802,0.174347,-0.605133,391.9729919
wet,79.1987991,6.8165498,0.585372,0.117637,-0.467736,0.25,0.141337,0.143558,0.963858,0.374688,1.36536,2.9614301,3.45574,0.817017,2.1498899,1.88234,-0.132599,-6.4380798,-10.6134005,0.543549,-4.16013,465.3280029
wet,86.8934021,6.3706899,-0.0417074,0.0608525,0.10256,0.100289,0.0278669,0.0205525,0.114009,0.0656795,1.88042,2.7983301,3.2451799,1.2920001,2.3039801,2.93837,-1.66245,-3.74261,-5.40097,-0.576141,-2.84554,392.5490112
wet,118.1969986,8.30968,-0.0418204,0,0.0418204,0.416189,0.123712,0.0632818,0.503877,0.276765,1.27783,1.9256099,2.57827,0.958179,1.68497,1.26896,-0.193665,-0.757568,-2.5776701,-0.300598,-0.957375,469.0870056
wet,55.5973015,7.0556998,1.25431,0.960068,-0.294242,0.446886,0.102092,0.0675154,0.762497,0.344748,1.56449,2.6861899,3.44017,1.19245,2.22082,1.48216,1.20541,-1.4877,-4.5405598,1.20792,-0.903732,395.4949951
wet,3.21907,20.2509995,-0.668975,-0.501967,0.167009,0,0.013157,0.0121605,0,0.0063294,0.83311,1.93819,2.8605101,0.614108,1.56148,0.10785,-0.947845,-3.2269299,-6.0335698,-0.381744,-2.6475201,494.6900024
wet,23.6804008,8.3683596,0.0834901,0.0829759,-0.0005141,0.142007,0.0409423,0.0301366,0.211265,0.106088,1.14499,2.0622599,2.6276,0.788311,1.65579,1.59536,-1.14325,-2.5036299,-3.7876301,-0.25882,-1.9233299,467.7659912
wet,9.1581202,9.1993599,-0.209215,-0.167357,0.0418581,0.0943337,0.0279114,0.0201674,0.0909016,0.0583286,1.09804,2.0794101,2.65941,0.748434,1.64632,1.5636801,-1.34399,-2.7628801,-4.1019301,-0.4729,-2.1704299,467.4620056
wet,0,19.1744995,-1.50512,0.0470404,1.55216,0.100002,0.0188893,0.0165398,0.0747749,0.0525515,1.12631,2.4339499,3.02981,1.06611,1.91405,0.274892,-1.4556,-3.63269,-5.3043199,-1.0419,-2.8586299,467.5289917
wet,74.9536972,7.0146599,0.752654,0.12257,-0.630084,0.426572,0.0455902,0.0346,0.663049,0.292453,1.1701,2.9070201,3.7055299,1.17048,2.2382901,7.6767502,0.624237,-2.4056101,-5.5580101,0.503815,-1.70889,471.1530151
wet,0,11.6820002,-0.167244,0,0.167244,0,0,0,0,0,1.12349,2.3460801,3.26912,1.03948,1.94455,0.375347,-1.04269,-2.9839201,-5.5912499,-0.67691,-2.5736899,469.0870056
wet,1.54347,10.7166004,0,0,0,0,0,0,0,0,1.1139899,2.3986001,3.1381299,0.927208,1.89448,0.342993,-1.01086,-3.0499001,-5.24405,-0.541016,-2.4614601,469.0870056
wet,0,13.6750002,-0.627155,-0.352911,0.274244,0.0485611,0.0710484,0.0756831,0.0850219,0.0700786,2.03883,2.9601901,3.2283199,1.4217401,2.4122701,4.1282902,-4.37082,-10.8064003,-13.4654999,-1.6594501,-7.5755401,479.2470093
wet,96.1362991,5.45894,4.9753799,1.22192,-3.7534599,0.795453,0.204677,0.130922,0.83333,0.491095,1.19451,1.61098,2.19628,1.20259,1.55109,7.2796602,1.7155499,1.18811,0.223755,1.67282,1.20006,472.6430054
wet,11.5098,20.9501991,0.0417074,-0.250922,-0.29263,0.0304857,0.0216817,0.0170013,0.076137,0.0363264,2.00648,3.34799,3.92382,1.35226,2.65764,0.5013,-2.8757901,-8.0261803,-12.1796999,-1.17783,-6.0648699,418.0840149
wet,75.0084,8.7784901,-0.041745,-0.0223762,0.0193689,0.941184,0.127213,0.0890636,0.880967,0.509607,0.786753,2.0128801,2.9237199,0.600822,1.58104,1.05878,0.693481,0.180847,-1.80325,0.197784,-0.182785,484.7669983
wet,0,12.1007004,0,0,0,0,0,0,0,0,2.6204901,4.1474099,4.8461299,1.0054899,3.15488,0,-3.64468,-11.9246998,-16.4349003,-0.284302,-8.0721302,471.526001
wet,0,8.3875399,-0.459874,-0.0585185,0.401355,0.0010248,0.0004385,0.0003404,0.0046307,0.0016086,2.88449,4.37923,5.0622702,1.2350399,3.39025,1.17393,-4.6636701,-13.5848999,-18.4526005,-0.672729,-9.3434801,471.5589905
wet,42.3103981,6.0344901,0.459798,0.239563,-0.220235,0.260864,0.160712,0.135336,0.352934,0.227461,1.2532001,1.4978499,1.5783,1.0171601,1.33663,4.1091399,-0.235382,-1.27145,-1.58395,0.230774,-0.715004,472.1350098
wet,85.8920975,7.5082598,0.543552,0.393419,-0.150133,0.73381,0.202011,0.146261,0.92073,0.500703,1.35377,2.51594,2.9817901,0.895717,1.9368,0.942782,1.1573499,0.301941,-0.65271,0.579071,0.346413,399.4570007
wet,52.1072006,7.1358099,0.209102,0.163735,-0.0453665,0.118261,0.153041,0.143823,0.256282,0.167852,2.02777,3.2458701,3.4130001,1.15026,2.4592299,1.3681,-1.6559401,-3.75793,-3.7232699,-0.0936584,-2.3076999,399.8980103
wet,84.0269012,7.0215302,0.125537,0.124525,-0.0010115,0.144416,0.0655137,0.0427769,0.736114,0.247205,1.65285,2.5608101,3.0065801,0.881828,2.0255201,1.53365,0.191345,-2.3587301,-3.94452,0.919434,-1.29812,475.1489868
wet,14.9478998,13.2524004,-1.3379101,-0.114144,1.22377,0,0,0,0,0,1.06187,2.19488,3.1344199,1.02423,1.85385,3.1693001,-0.973145,-2.1047699,-4.6148701,-0.86087,-2.1384101,470.9159851
wet,0,13.0170002,0,0,0,0,0,0,0,0,1.4766999,3.8373899,4.0659399,0.179247,2.3898201,0,-0.542297,-8.1131601,-10.5661001,-0.0054321,-4.8067498,470.9159851
wet,34.0299988,6.5855999,0.501769,0.112691,-0.389078,0.041731,0.02,0.0194945,0.509436,0.147665,1.9955699,3.7040999,3.92681,0.788604,2.60377,4.7336202,-1.48605,-8.3120403,-10.4323997,0.303955,-4.9816399,471.8299866
wet,35.0670013,6.1242099,1.46341,0.961696,-0.501716,0.0208655,0.0195369,0.0188943,0.0424528,0.0254374,3.6366999,4.1701298,4.2178102,2.3900399,3.6036699,3.75758,-8.8326702,-13.6187,-14.4819002,-2.7699599,-9.9258003,471.8299866
wet,0,6.7406301,-0.836295,0.543836,1.3801301,0.0481097,0.0255839,0.0306071,0.184209,0.0721275,2.35885,4.0461898,4.3936601,1.3443201,3.0357499,6.4543099,-3.4925499,-12.1168003,-15.5045004,-1.05865,-8.0431299,477.04599
wet,26.4454994,7.2497902,0.0836408,0.0211347,-0.062506,0.210004,0.193881,0.0642504,0.388896,0.214258,0.872471,0.932023,1.65841,0.729495,1.0481,2.4404399,-0.499115,-0.825592,-1.5976599,-0.0509949,-0.74334,476.1990051
wet,79.1685028,7.7666602,0.376346,0.250922,-0.125423,0.489798,0.0634924,0.0324985,0.516133,0.27548,0.870957,1.8543299,2.9226301,0.886665,1.6336401,2.18343,0.248291,-1.0714999,-3.29123,0.196106,-0.979584,477.1140137
wet,51.4300003,7.0845199,0.292667,0.0911325,-0.201535,0.784617,0.585855,0.13535,0.777781,0.570901,0.770557,0.829806,1.2496001,0.8059,0.913965,2.87834,0.196136,-0.0886841,-0.389404,0.191925,-0.0225067,477.4519958
wet,0,12.8275995,-0.209027,0.0167136,0.22574,0.250009,0.267176,0.0580045,0.0444542,0.154911,0.730063,0.831515,1.48815,0.586525,0.909062,0.538944,-0.893555,-1.08157,-1.47403,-0.536011,-0.996292,476.8089905
wet,19.8708,9.1536102,-0.209102,-0.0049289,0.204173,0.311465,0.422071,0.418501,0.499975,0.413003,0.551717,0.894912,1.12677,0.407115,0.745129,0.545743,-0.145508,-0.379272,-0.46228,-0.0790405,-0.266525,477.9259949
wet,12.3926001,8.0624504,0.376308,0,-0.376308,0.397588,0.307694,0.333331,0.448977,0.371897,0.71901,1.05187,1.25486,0.603339,0.907269,1.08329,-0.0174255,-0.463928,-0.638733,0.110809,-0.252319,478.2309875
wet,82.2341995,11.1046,0.125348,0.0445481,-0.0808,0.410957,0.340518,0.349998,0.354834,0.364076,1.08465,1.3749501,1.48241,0.72597,1.16699,1.73183,-0.270935,-0.703491,-0.887573,-0.166412,-0.507103,479.1459961
wet,60.1110001,11.9348001,-0.167244,-0.0449251,0.122319,0.571428,0.508963,0.482757,0.521744,0.521223,1.073,1.44822,1.56774,0.764157,1.21328,1.56643,0.136536,0.390228,0.30661,0.0622864,0.223915,481.2789917
wet,0,18.4601994,-0.961643,-0.86346,0.0981829,0.410963,0.244782,0.102169,0.423082,0.295249,1.03045,1.5779001,2.4702301,0.729734,1.45208,1.2301,-0.0943298,-0.266693,-1.2519799,-0.0836182,-0.424156,483.006012
wet,51.4686012,7.0755,-1.00346,-0.246131,0.757332,0.522386,0.440757,0.381148,0.597556,0.485462,0.977297,1.27476,1.4072,0.853064,1.12808,4.3519001,-0.222656,-0.182007,-0.213715,-0.176453,-0.198708,477.7229919
wet,24.3630009,6.8625798,1.00346,0.36026,-0.643203,0.494046,0.489179,0.448413,0.47619,0.476957,0.983965,1.33872,1.46619,0.763811,1.13817,3.7400701,0.104584,0.242401,0.190033,-0.0004272,0.134148,478.401001
wet,70.9921036,6.9050298,0.501807,0.0583121,-0.443495,0.606453,0.464455,0.464455,0.73,0.566341,1.1444,1.26763,1.31653,0.782001,1.12764,1.72304,0.852875,0.652954,0.325989,0.602081,0.608475,477.8930054
wet,379.8959961,8.1666803,-0.125461,0,0.125461,0.305611,0.118733,0.105079,0.722216,0.31291,2.31991,4.8267899,5.6090598,0.727226,3.37075,1.46395,0.546997,-6.4011202,-11.2599001,0.246674,-4.2168398,404.1650085
wet,15.5986996,6.67345,1.33788,0.658581,-0.679294,0.127117,0.0403765,0.0279067,0.180721,0.0940303,1.41684,1.89256,2.48598,1.0041,1.69987,2.8172801,-1.76752,-3.5685999,-5.1323199,-0.514709,-2.74579,538.7509766
wet,60.0931015,8.0992002,-1.83972,-0.280794,1.55893,0.07213,0.0453602,0.0416661,0.133332,0.0731221,2.3747799,3.0985601,3.3334,1.74669,2.63836,7.2709999,-4.2825899,-9.99298,-12.4379997,-1.67914,-7.0981898,540.3770142
wet,0,21.2623005,0,0,0,0.0261279,0.0193425,0.0190477,0.0431057,0.026906,1.78192,3.0876,3.3238299,1.12264,2.329,0.0380879,-3.4026799,-11.1917,-14.1695995,-0.995911,-7.43998,500.177002
wet,0,15.8060999,0,0,0,0.020621,0.0180186,0.0159237,0,0.0136408,1.76364,3.09254,3.31637,1.1164401,2.3222499,0,-3.0853901,-11.0116997,-14.1527996,-0.757599,-7.2518902,500.177002
wet,48.8922997,8.4334698,-2.17417,-0.245026,1.92914,0.0131057,0.0234108,0.0265042,0.0328934,0.0239785,2.5870299,3.1335399,3.20579,1.69143,2.6544499,7.0661001,-4.4802198,-10.3835001,-12.5783005,-1.83676,-7.3196802,500.5150146
wet,92.110199,9.5150805,0.0419711,-0.122496,-0.164467,0.0881336,0.0560003,0.0591214,0.148387,0.0879105,3.49528,5.0731802,5.5423398,2.2037699,4.07864,4.6787801,-7.4934702,-24.3344002,-32.044899,-1.74017,-16.4032001,620.6069946
wet,23.5261002,13.9933004,-0.334412,-0.321797,0.0126151,0.0670608,0.0557638,0.0520973,0.0586661,0.058397,2.7846,4.5436301,5.1130099,1.3853,3.45663,1.8575799,-6.0531602,-22.2772007,-30.4025002,-1.1983,-14.9827995,620.572998
wet,0,11.3743,-1.04521,-0.685962,0.359246,0.0274935,0.0407098,0.0361713,0.0441566,0.0371328,3.2839301,5.0817199,5.6483202,1.62263,3.9091499,2.7424099,-8.7175303,-26.9636993,-35.5185013,-1.80121,-18.2502003,616.8469849
wet,23.9202003,7.9932199,0.0836031,0,-0.0836031,0.0719986,0.0338658,0.0296779,0.666656,0.200549,1.07595,2.69382,3.0232899,0.545079,1.83454,0.580519,-0.232697,-4.4231,-6.15485,0.151764,-2.6647201,475.1830139
wet,24.1193008,15.5766001,0,0,0,0.0181457,0.0181821,0.0221493,0.0967773,0.0388136,1.85138,3.0141599,3.2465401,0.615942,2.1819999,0.0762101,-1.79266,-6.4773898,-8.0098896,-0.0731506,-4.0882702,474.8779907
wet,32.2030983,8.8832598,-0.459911,-0.0822529,0.377658,0.0316309,0.0227655,0.0224812,0.333344,0.102556,1.46878,3.13995,3.37356,0.508989,2.1228199,0.953488,-0.919312,-6.44666,-8.3141203,-0.133789,-3.95347,475.4880066
wet,32.611599,9.1022396,-0.418091,-0.0964853,0.321606,0.0249994,0.0225941,0.0222405,0.333344,0.100795,1.8779,3.25599,3.4400499,0.524358,2.27457,0.765993,-1.52762,-6.9156499,-8.6860399,-0.0635376,-4.2982101,475.4880066
wet,0,11.9695997,-0.167244,0,0.167244,0.0127734,0.0124663,0.0151512,0,0.0100977,1.71798,3.2414401,3.5359001,0.587485,2.2707,0.410473,-1.82208,-8.4545298,-11.0113001,-0.248779,-5.3841801,476.0979919
wet,41.2178993,7.5275698,-0.878115,-0.0574641,0.820651,0.0230767,0.0392308,0.0331169,0.0470215,0.0356115,2.40554,3.15079,3.44239,1.72298,2.6804299,3.76158,-4.5135798,-9.3407602,-11.8464003,-1.86185,-6.8906598,490.321991
wet,108.5439987,12.1336002,-1.9651099,0.0100457,1.97515,0.100209,0.045372,0.0400272,0.112582,0.0745476,2.18961,3.08938,3.5109601,1.81339,2.65083,6.3408098,-3.34286,-9.7206697,-13.4453001,-2.2577801,-7.1916499,491.8120117
wet,13.2468004,11.4687004,-0.418053,-0.200667,0.217386,0.423076,0.0786322,0.0616951,0.315796,0.2198,0.710853,1.69639,2.79865,0.625916,1.45795,0.68175,-0.628937,-2.0685101,-4.3263502,-0.481232,-1.87626,498.0429993
wet,0,10.9132996,-0.501619,-0.418053,0.0835654,0.0307717,0.0436907,0.0436907,0.0329698,0.0377807,1.46111,1.35549,1.33346,1.46456,1.40365,1.61472,-2.5154099,-3.2399299,-3.15869,-1.80035,-2.6786001,494.3859863
wet,98.2226028,5.9974098,1.5052299,0.410884,-1.09435,0.467982,0.467982,0.475729,0.451777,0.465867,1.5536799,1.36538,1.34152,1.55387,1.4536099,13.1492996,-0.0482788,-0.332184,-0.2901,0.119995,-0.137642,497.3999939
wet,145.0480042,5.9544101,1.0035,0.325342,-0.678158,0.736843,0.753695,0.753695,0.793753,0.759497,1.3810199,1.33181,1.3488899,1.31033,1.3430099,4.4504199,1.65253,1.56821,1.57181,1.08292,1.46886,499.3640137
wet,145.2359924,8.2180796,3.2193401,1.0335799,-2.18577,0.709918,0.657891,0.684463,0.792679,0.711238,1.06637,1.32558,1.3882101,0.752146,1.13308,2.10905,0.641205,0.834137,1.02753,0.444,0.736717,498.8559875
wet,47.7877007,6.3646498,0.33445,0.386122,0.0516715,0.191858,0.2266,0.2266,0.257809,0.225717,1.32557,1.33495,1.2809401,1.06032,1.25045,6.7016201,-1.34451,-2.34216,-2.40359,-0.257568,-1.58696,495.7399902
wet,81.9785004,5.1414299,3.1358099,2.2019701,-0.933843,0.191964,0.177312,0.227403,0.394331,0.247752,2.65135,3.2128999,3.32811,1.87212,2.76612,9.9528704,-2.3913,-8.7546101,-10.6478996,0.281799,-5.3779998,463.6350098
wet,143.8339996,6.5931001,0.29278,0.126955,-0.165825,0.209387,0.179755,0.194278,0.451793,0.258803,2.5108099,3.2051001,3.32599,1.75499,2.6992199,7.0279899,-1.58606,-8.3525105,-10.5897999,0.990936,-4.8843498,464.0069885
wet,59.6706009,7.0553198,0.460024,0.123984,-0.33604,0.51852,0.496974,0.492386,0.702707,0.552647,1.02423,1.22489,1.23331,0.724018,1.05161,1.48272,0.419769,0.230316,-0.0028992,0.483337,0.282631,499.4989929
wet,0,6.7779198,-3.3029101,-1.29624,2.00667,0.228076,0.228076,0.184838,0.251619,0.223152,1.2712801,1.19549,1.2656,1.35798,1.27259,13.5354996,-1.9832799,-2.1563399,-2.01422,-1.3860199,-1.8849601,498.7539978
wet,238.947998,6.5237198,0.459723,0.252607,-0.207116,0.43478,0.593518,0.600718,0.562957,0.547993,1.2359101,2.0723801,2.39042,1.04497,1.68592,2.5220201,0.585022,0.975525,1.2392,0.313538,0.77832,573.4979858
wet,180.8090057,12.3884001,-0.836257,-0.391163,0.445094,0.122804,0.374768,0.387872,0.0129901,0.224608,1.25901,1.84375,2.2525599,0.796629,1.53799,1.37665,-2.16278,-2.8269701,-2.9630101,-0.993835,-2.23665,570.9240112
wet,23.6690998,6.3148298,0.376459,0.249603,-0.126856,0.0828583,0.0970433,0.117436,0.127125,0.106116,2.23668,2.97685,2.9359801,1.28462,2.35853,3.1068799,-3.5945401,-7.2469501,-7.1334801,-0.973328,-4.7370801,618.5750122
wet,120.3899994,7.0689902,-4.30652,-1.34697,2.9595499,0.0739639,0.115491,0.135305,0.0941933,0.104738,2.99809,3.1111701,2.99125,2.4505,2.8877499,14.3232002,-6.6447101,-8.23071,-7.2933998,-4.0652499,-6.5585198,618.9810181
wet,82.8693008,7.3245101,0.919747,0.0731668,-0.84658,0.0927023,0.0323136,0.0306689,0.519374,0.168765,2.60483,4.9833398,5.5405302,0.979753,3.5271101,3.39517,-1.62903,-13.0626001,-17.9965992,0.734192,-7.9885101,506.4079895
wet,124.9059982,7.7558899,-0.0834901,0.0456028,0.129093,0.215638,0.0836457,0.0937876,0.395481,0.197138,1.65318,3.5392499,3.9163699,1.25334,2.5905399,4.4075499,-0.449646,-7.5430298,-10.3386002,-0.0927734,-4.6059999,625.1110229
wet,3.91082,18.7430992,-0.250847,0,0.250847,0.0195658,0.0340258,0.041398,0,0.0237474,1.7448,3.19276,3.2581401,0.596783,2.1981201,0.614525,-1.77826,-7.0869799,-8.2294903,-0.38678,-4.3703799,618.1339722
wet,29.4624004,7.9659801,0.0416697,0.0166269,-0.0250428,0.052306,0.0551973,0.0813949,0.105817,0.0736787,2.3038299,3.26774,3.34833,1.05057,2.49262,1.19297,-2.53424,-7.1108999,-8.2417002,-0.215759,-4.52565,618.6420288
wet,22.9410992,9.0009098,0.0835654,-0.0328982,-0.116464,0.564813,0.150306,0.106046,0.659999,0.370291,0.852227,1.9555399,2.5654399,0.612854,1.49651,1.05954,-0.0822754,-2.1226799,-4.1391001,0.0359497,-1.5770299,617.117981
