class,slp,sp21,sp11,sp7,rph21,rph11,rph7,diss21,diss11,diss7,slpmn21,slpmn11,slpmn7,sei,hli,asp_lin,sar,ssr21,ssr11,ssr7,crossc21,crossc11,crossc7,planc21,planc11,planc7,proc21,proc11,proc7,longc21,longc11,longc7,us_dist,state_dist,local_dist,strm_dist,strm_cost,us_cost,state_cost,local_cost,steve,dspm,drain
not,21.3462009,1.78775,0.508575,0.162598,47.3028984,15.9067001,6.7736702,0.568305,0.591456,0.561158,17.7849998,19.5303993,20.4211998,20.1350002,0.139636,161.5829926,4.29462,0.498863,0.557792,0.545029,0.0039751,0.0035642,0.0025835,-0.0130912,-0.0101454,-0.0069644,0.0019142,0.0047735,0.005387,0.0021849,0.0056839,0.0065364,80,7033.140137,58.3095016,104.4029999,1588.079956,1208.189941,12797.5,1147.800049,4,3,2
not,19.593399,-1.33453,-0.34729,-0.168152,53.5716019,16.7094002,6.7027502,0.477903,0.479324,0.484316,21.0491009,20.4146004,20.6044006,18.5907001,0.981182,162.6179962,4.2458501,0.521096,0.500635,0.500554,-0.0078297,-0.0034559,-0.0039297,0.0253371,0.0095154,0.0104676,-0.0006042,-0.0009054,-0.0015946,-0.0006928,-0.0010903,-0.0019433,15312.90039,10988.2002,730,176.9179993,4180.430176,52424.10156,52424.10156,8837.650391,1,3,2
not,2.9480901,0.155411,0.176956,0.118896,0.215251,0.0928103,0.0634077,0.597544,0.670779,0.719017,2.56991,2.2102799,2.2497301,1.0846699,0.0696642,110.7369995,4.0053,0.52495,0.540112,0.59459,-0.0003088,0.0003709,0.0007539,0.0180989,-0.0194568,-0.0257259,-0.0001633,0.0002644,0.0008676,-0.0001634,0.0002646,0.0008687,5825.569824,1104.219971,36.0555,306.105011,446.4349976,9196,1130.420044,40.922699,3,6,1
not,1.82979,0.29953,0.173401,0.0908966,0.626057,0.176944,0.0710708,0.466753,0.573007,0.607498,2.70364,2.6754701,2.59092,0.157291,0.12452,88.5070038,4.0020399,0.387341,0.477077,0.528752,0.0004624,0.0017876,0.0020613,-0.0142513,-0.0546024,-0.0592589,-0.0003523,-0.0001713,0.0007015,-0.0003528,-0.0001716,0.0007028,4376.870117,2208.189941,320.6239929,242.0740051,410.5610046,5586.850098,2194.189941,720.164978,5,7,2
not,3.3278,-0.003418,0.072937,0.0198059,1.11479,0.363278,0.1662,0.39329,0.461686,0.432714,3.1512101,3.2053101,3.38111,-3.25509,0.0779332,8.3332005,4.0067601,0.394029,0.433925,0.420389,-4.80E-06,0.0013446,0.0027026,0.0001079,-0.0277988,-0.0509551,-0.0008481,-0.000555,-0.000639,-0.0008507,-0.000557,-0.0006417,7696.77002,201.2460022,186.0110016,284.605011,373.1239929,11302.59961,259.3779907,405.5299988,5,1,3
not,11.2448997,3.1765699,1.34937,0.572876,37.4664001,7.6114202,1.95828,0.863685,0.838843,0.802682,14.4519997,14.0040998,11.7069998,7.5532498,0.212868,133.1300049,4.07829,0.72254,0.725067,0.70496,-0.0018385,0.0008711,0.0027326,0.0070237,-0.0034671,-0.0128177,0.0066204,0.0135595,0.0174296,0.0073123,0.0148637,0.0186313,1799.689941,3674.620117,84.8527985,183.576004,1934.189941,5264.140137,10479.2002,5186.129883,7,3,4
not,20.8143005,1.02408,0.333313,0.183807,53.6335983,14.1311998,5.6448102,0.577563,0.522116,0.518963,19.1928997,19.0321007,18.9242001,-9.8257704,0.272454,300.1029968,4.2792802,0.541986,0.499462,0.498491,0.0019635,0.002608,0.0025643,-0.0057496,-0.007583,-0.0074816,0.0019812,0.0012717,0.001335,0.0023377,0.0015039,0.001577,5761.080078,3880.120117,266.8330078,107.7030029,1973.160034,20116,22397.19922,2314.5,4,3,2
not,12.0538998,0.19809,0.130707,0.100952,20.0646,5.26651,2.04527,0.562091,0.518522,0.516245,12.4207001,11.9686003,11.7817001,11.7665005,0.420393,192.5559998,4.0901799,0.552011,0.504581,0.498392,0.0004988,-0.0002607,0.0013792,-0.0023962,0.001257,-0.0066615,0.0002748,9.56E-05,-7.58E-05,0.0002928,0.0001018,-8.07E-05,4984.540039,4984.540039,106.3010025,190,2301.909912,7013.689941,7013.689941,1237.180054,2,3,2
not,16.9612999,2.0441899,1.04047,0.601563,58.8581009,11.2427998,3.8026299,0.54837,0.540211,0.579452,21.8469009,18.7444992,16.8565998,-10.8140001,0.09485,304.7890015,4.1819,0.482227,0.463204,0.500695,0.0046074,0.0083679,0.011948,-0.0120706,-0.026496,-0.0418558,0.0004683,0.0003708,0.0046268,0.0005743,0.0004277,0.0052037,3068.879883,14663.90039,522.3980103,482.5969849,10424.90039,22363.30078,57495.69922,11088.2998,1,3,2
not,7.64849,0.659851,0.165955,0.0048218,5.2674599,1.46214,0.69426,0.550147,0.599935,0.554909,7.4738302,6.4555898,6.6644402,0.901744,0.743005,260.5820007,4.0359101,0.483229,0.566151,0.553407,0.0013577,0.0018928,0.0008294,-0.0125884,-0.0186501,-0.0072694,0.0001147,0.0023489,0.0028248,0.0001167,0.0023853,0.0028801,29323.59961,6678.560059,53.8516006,451.8850098,3331.399902,95048.70313,17972.80078,397.9599915,5,5,2
not,5.2307901,1.08189,0.201874,0.0226746,6.5529799,1.78276,0.690439,0.755565,0.648387,0.596558,7.9614902,7.0496502,7.1963601,5.1220002,0.198989,163.9859924,4.0167298,0.660575,0.612138,0.590111,0.0016035,0.0012034,0.0004876,-0.0147576,-0.0103308,-0.004009,0.0040937,0.0040576,0.004213,0.0041664,0.0041405,0.0043068,12313.90039,374.4330139,50.9902,144.2220001,1665.640015,26855,863.0360107,188.2819977,4,3,2
not,21.1718006,-3.16382,-0.763,-0.363525,36.0386009,16.7472,7.1226101,0.303547,0.369717,0.407594,21.5589008,20.3687992,20.9235001,-16.4834003,0.127913,323.1820068,4.2895398,0.434327,0.420805,0.445418,-0.0004134,-0.0012576,-0.0020562,0.0021877,0.0038633,0.0054421,-0.0117532,-0.0114494,-0.0074726,-0.0123882,-0.0133166,-0.0091286,3495.479981,3495.479981,295.4660034,222.0359955,3117.409912,10985.2002,13210.5,3191.51001,3,3,2
not,0.242416,0.153915,-0.0671234,-0.12236,0.350309,0.102468,0.0201832,0.581297,0.632433,0.423579,2.4435401,2.32233,2.09355,0.236376,0.932222,251.5570068,4.0000401,0.513826,0.672463,0.570998,0.0005198,0.0001854,0.0004623,-0.0233395,-0.0069742,-0.020867,0.0003867,0.0011045,0.0011084,0.000387,0.0011057,0.0011092,661.2869873,661.2869873,10,130,177.8289948,375.5950012,375.5950012,11.2126999,6,1,2
not,9.7306995,0.0336304,0.0101929,-0.0344849,13.4055996,3.7244101,1.5566,0.460126,0.472667,0.469494,10.1008997,9.88871,10.1851997,-0.0545881,0.0807046,90.5319977,4.0583901,0.457852,0.471369,0.476339,0.0005926,0.0012114,0.0020605,-0.0033638,-0.007008,-0.0116395,-0.0008466,-0.0001019,0.0003388,-0.0008863,-0.0001065,0.0003549,16131.40039,1636.829956,14.1421003,644.9810181,4622.25,42895.80078,6080.180176,196.5130005,4,5,1
not,3.5892501,-0.392731,-0.146591,-0.0725708,1.06332,0.370087,0.172656,0.191954,0.302573,0.387835,2.75437,3.0504701,3.41486,-2.3959799,0.122521,46.3810997,4.0078602,0.292447,0.373525,0.435555,0.0001232,0.0001434,4.34E-05,-0.0028222,-0.0028844,-0.0007963,-0.0012422,-0.0016028,-0.0020381,-0.0012458,-0.0016088,-0.0020472,9581.070313,4186.069824,130,261.7250061,105.0690002,28232.80078,3612.080078,272.0920105,6,3,2
not,9.0191298,-0.671997,-0.0874634,-0.0494995,10.4396,3.2993701,1.173,0.379407,0.435829,0.410031,10.7602997,10.0641003,9.5949802,9.00173,0.103408,176.4900055,4.0500798,0.427723,0.447523,0.421089,3.43E-05,0.003386,0.0056716,-0.0002585,-0.0208084,-0.0350514,-0.0038678,-0.0040978,-0.0043746,-0.0039707,-0.0042616,-0.0045475,1771.579956,1847.839966,250,250,2057.290039,18639.19922,16868.80078,1230.930054,5,5,2
not,16.9561996,-1.07394,-0.443695,-0.16301,6.33812,5.1924701,4.2376699,0.586869,0.542436,0.57011,9.9065399,13.0895004,15.7622004,16.9556999,0.0644947,183.0379944,4.1817899,0.680903,0.595051,0.592929,-0.0010533,-0.0022946,-0.0054629,0.0112596,0.013817,0.0222427,0.0002142,-0.0015906,0.0021502,0.000217,-0.0016569,0.0023477,4358.5,5697.589844,50,197.9900055,1004.640015,9920,12402.2998,247.2519989,1,3,2
not,10.5188999,0.427246,0.101196,0.0131226,14.6507998,4.14885,1.70298,0.562847,0.538789,0.518216,10.3390999,10.3894997,10.6456003,-5.27349,0.0727438,302.2070007,4.0683699,0.534666,0.526161,0.515592,0.000709,0.0007876,0.0011618,-0.0039234,-0.0042847,-0.0061687,0.0012981,0.0015205,0.0014359,0.0013622,0.0015982,0.001513,6254.229981,6254.229981,848.1160278,525.5469971,7232.180176,26330.59961,26330.59961,8628.719727,5,6,2
not,23.3460999,-0.712402,-0.202637,-0.101318,69.1624985,20.1625996,8.2066898,0.51636,0.501601,0.521943,21.7563,22.1833992,22.3026009,-16.4193001,0.517346,46.8749008,4.3566899,0.537921,0.513335,0.531633,-0.0040035,-0.0042449,-0.0042306,0.0101844,0.0105017,0.0103043,0.0006836,0.0003739,0.0008914,0.000848,0.0004692,0.0011261,1964.73999,4698.899902,685.9299927,148.6609955,3757.51001,20531,60279.19922,13169.2998,4,3,2
not,10.5124998,0.889542,0.332886,0.213989,5.0872202,2.0048201,1.0813,0.750296,0.672219,0.594033,6.4717102,6.8661098,7.8850298,-10.1969004,0.148106,342.9330139,4.0682802,0.655599,0.604788,0.533491,0.0011531,0.0002097,0.0007609,-0.0110286,-0.0017953,-0.0055771,0.00234,0.0027265,0.0020872,0.0023785,0.0027825,0.0021458,1660.479981,5528.560059,36.0555,278.5679932,2243.929932,4295.649902,14758,245.1199951,3,4,1
not,12.6195002,-1.1546299,-0.0903931,0.0551147,3.2808599,0.689476,0.36404,0.317566,0.518842,0.569353,10.0326004,8.2426796,8.30299,-12.4424,0.758181,15.4251003,4.09902,0.437542,0.540988,0.54941,-0.0031006,-0.005905,-0.0032143,0.0802426,0.118106,0.0695498,-0.003287,-0.0008082,-0.0015275,-0.0032944,-0.0008112,-0.0015324,8946.429688,10,14.1421003,0,0,23552.59961,22.0181007,53.1893005,1,3,2
not,8.0910597,0.422943,0.2229,0.161163,6.94209,1.45968,0.709522,0.636919,0.694282,0.686725,8.08605,6.6017299,6.8161702,-5.1739602,0.0616504,53.1228981,4.0402198,0.602651,0.650456,0.641132,-0.0018655,-0.0018789,-0.0023838,0.0149527,0.0183294,0.0221946,0.0017629,0.0029449,0.0031283,0.0018042,0.0029915,0.0031826,1522.790039,4232.359863,300.1669922,313.2090149,2026.869995,9718.379883,10107.5,2290.149902,1,5,1
not,16.2296009,-1.14404,-0.527527,-0.25946,36.0396996,10.3318005,4.1244798,0.406732,0.414759,0.447556,15.9389,16.2696991,16.3777008,9.2547703,0.0676676,124.2770004,4.1660199,0.451564,0.455732,0.481157,0.0012448,-0.0013971,-0.0033734,-0.0046102,0.0048876,0.0116281,-0.0024894,-0.0043457,-0.0044959,-0.0027666,-0.0048891,-0.0050753,36019.89844,12640.90039,1223.849976,424.2640076,8448.530273,143944,66868.60156,9453.169922,4,3,4
not,22.4321003,-0.363983,-0.0028992,0.0690002,83.0578003,23.0930996,8.8639803,0.463151,0.501321,0.502164,23.2327003,23.9668007,23.4981003,-2.8092201,0.0965424,82.2242966,4.3274498,0.473105,0.501466,0.49651,-0.0004006,-0.0017252,-0.0009053,0.0009459,0.0039409,0.0020882,-0.0014834,-0.0010818,-0.0012048,-0.0018999,-0.0014072,-0.0015601,15075.7002,763.6749878,310.1610107,254.951004,2774.310059,19798.59961,5449.229981,3192.879883,4,3,2
not,17.8798008,0.770081,0.113403,0.0227051,30.9132004,10.5127001,4.3371701,0.580357,0.546094,0.525695,15.1135998,16.2315998,16.6201992,-12.2358999,0.314533,313.631012,4.2029901,0.547222,0.537381,0.522842,0.0033623,0.0005236,-0.0006386,-0.0136877,-0.0017944,0.0021306,0.0019425,0.0022525,0.0024927,0.002121,0.0025462,0.002836,17235.80078,1079.119995,905.5390015,213.776001,3913.979981,22494.40039,9433.519531,9401.219727,4,3,2
not,25.3610992,0.745361,0.240295,0.16571,64.0225983,22.8118992,9.6640797,0.578696,0.479666,0.506847,19.3971004,22.9895,23.9288998,16.8563004,0.836717,132.3059998,4.42661,0.552749,0.466166,0.49229,0.0012733,0.0035147,0.0047188,-0.003581,-0.0084446,-0.0106728,0.0018923,-0.0004817,-0.0013645,0.0022623,-0.0006122,-0.0017836,9518.669922,8313.580078,402.243988,357.7709961,5221.009766,35991.69922,55436.60156,1981.339966,4,3,2
not,14.4187002,1.35803,0.817139,0.459412,26.9414997,8.3168402,3.3689001,0.58735,0.58874,0.576105,13.9394999,14.8577995,15.2474003,-12.0320997,0.206505,327.9159851,4.1300902,0.522253,0.519426,0.512385,0.0011778,0.0037993,0.0076184,-0.0049033,-0.0146669,-0.0288212,0.000971,0.0023513,0.0034752,0.0010562,0.0025918,0.0038457,13044.59961,1953.050049,120,353.4119873,3971.610107,34649,17595,1700.119995,5,3,2
not,23.9927006,0.271149,0.233536,0.111588,63.6659012,21.4792995,8.2691698,0.413179,0.544023,0.513703,20.4941998,23.3055992,22.7017002,10.6470003,0.349528,115.0589981,4.3783002,0.40383,0.532039,0.503765,0.0022798,0.0017735,0.0015264,-0.0068413,-0.0041973,-0.0036501,-0.0052139,0.001125,0.0006255,-0.0061061,0.0014393,0.0007966,6621.279785,520,140,20,455.1530151,33638.19922,5605.359863,1375.189941,4,3,2
not,12.2838001,0.657349,0.224884,0.143585,12.8793001,4.3894901,1.94455,0.587716,0.556827,0.560953,10.1457005,10.5195999,11.1566,-1.8580101,0.876583,80.0494003,4.09372,0.545318,0.529489,0.534801,0.0017333,0.0004035,0.000347,-0.0109526,-0.0022327,-0.0017773,0.0007321,0.0015122,0.0022176,0.0007598,0.0015869,0.0023456,8162.410156,6520.810059,269.2579956,162.7879944,2166.939941,22835.80078,30384.19922,1431.869995,4,3,2
not,8.78337,0.633728,0.551331,0.471924,1.48141,1.36377,1.16127,0.615575,0.687085,0.711092,3.5357499,5.14185,7.0827699,-6.8741999,0.0463802,46.0984001,4.0474701,0.432882,0.509682,0.553934,3.48E-05,0.000145,-0.000516,-0.0009468,-0.0018745,0.004455,-0.0003301,0.0013729,0.0039147,-0.0003308,0.0013852,0.0039937,12890.2002,11930.7998,56.5685005,10,64.7059021,14328.90039,14328.90039,68.6576996,6,1,7
not,11.1728001,-0.190155,-0.102295,-0.0166626,16.8497009,4.70366,1.87748,0.45778,0.468255,0.482854,11.1617002,11.1297998,11.4618998,10.9306002,0.122629,168.8200073,4.07728,0.469432,0.480269,0.485942,0.00057,-0.0002422,-0.0012013,-0.0029035,0.0012353,0.0060478,-0.0004665,-0.0011252,-0.0010507,-0.0004937,-0.0011907,-0.0011135,4256.430176,4256.430176,197.9900055,226.2740021,2489.610107,5373.299805,12921.7002,1811.290039,1,3,2
not,9.9999704,0.23587,0.150223,0.117432,11.5889997,2.6496201,1.05317,0.516351,0.522205,0.513772,9.8374596,8.6960001,8.4235802,4.6406398,0.0771408,122.1220016,4.0617099,0.501118,0.500388,0.484786,0.0003677,0.0002983,0.0009607,-0.0021892,-0.001958,-0.0064472,0.0001347,0.0004052,0.0009271,0.0001404,0.0004194,0.0009582,430,860,280.1789856,1860.780029,3316.879883,1417.910034,2320.600098,1225.479981,8,6,2
not,11.1553001,5.7852802,3.54932,2.0235,35.290699,7.2231102,2.1258099,0.695985,0.839793,0.920939,22.0415993,20.5058994,18.8314991,-1.9973201,0.505122,91.5914993,4.0770302,0.491823,0.525771,0.572342,0.0066695,0.0229708,0.039838,-0.0248195,-0.122443,-0.303556,4.70E-06,0.0021435,0.0097247,5.30E-06,0.0022576,0.0099771,3790.01001,3073.580078,499.2990112,141.4210052,3897.090088,28387.69922,28387.69922,6099.399902,5,7,2
not,9.0531101,-3.5834999,-1.6509399,-0.881653,13.6346998,3.55706,1.21631,0.303611,0.330345,0.324516,13.5572004,13.5145998,11.9657001,3.12357,0.0733631,128.5919952,4.0504599,0.534777,0.536996,0.516043,-0.0082432,-0.0176061,-0.0226629,0.061558,0.138601,0.177198,-0.0006474,-0.000448,-0.001016,-0.0006649,-0.0004589,-0.0010411,3158.350098,1308.630005,240.4160004,186.0110016,1256.5,5318.200195,5460.379883,1521.869995,4,3,2
not,17.1767006,0.964905,0.495911,0.282532,42.7444992,12.6933002,5.1402998,0.580118,0.570995,0.588153,17.0632992,17.7343998,18.1786995,-6.7606502,0.0964859,297.0180054,4.1867299,0.542553,0.534274,0.556102,0.0004197,0.0005285,0.0010246,-0.001384,-0.0016585,-0.0031495,0.0014101,0.0029954,0.0059967,0.001609,0.003463,0.0069736,15472.7002,5587.75,1266.060059,410.1220093,5426.509766,37577.60156,19517,7975.330078,1,5,2
not,26.9533997,-2.65869,-0.936951,-0.54657,103.7600021,28.9848995,11.5545998,0.450267,0.434172,0.452779,27.8980007,26.4974003,26.3932991,21.4116001,0.381499,216.2940063,4.4874501,0.513318,0.477337,0.494866,-0.0097251,-0.0086261,-0.0061675,0.0201035,0.0177984,0.0126211,1.51E-05,-0.002143,-0.0035654,2.07E-05,-0.0029408,-0.004916,2245.219971,2245.219971,961.8729858,89.4427032,2180.820068,10090,10079.7998,8028.379883,7,3,2
slopeD,35.3194008,-0.150696,-0.0186157,-0.122559,59.0485992,23.9235992,11.8635998,0.492258,0.523389,0.520302,20.0382004,23.1672993,25.2101994,-2.39905,0.131575,87.4544983,4.9023099,0.497512,0.524455,0.53048,0.0002542,-0.0007887,-0.0021223,-0.0007387,0.0018345,0.0044385,-0.0005564,0.002098,0.0069411,-0.0006581,0.0027059,0.0094527,7550.850098,2151.139893,690.0720215,82.4620972,1796.319946,28069.19922,25437.40039,7555.609863,1,3,2
slopeD,31.8467007,-0.922058,-0.541687,-0.306274,109.4789963,31.4703999,13.3290005,0.505977,0.468989,0.463261,26.4631996,26.9044991,27.3742008,23.8192997,0.868391,141.378006,4.7088599,0.528053,0.493554,0.485861,-0.0020647,-0.0032751,-0.0059723,0.0041643,0.006459,0.0115915,0.000152,-0.0012561,-0.0028161,0.0002114,-0.0017705,-0.0040088,6652.439941,3765.120117,82.4620972,357.7709961,8180.569824,34404.69922,33610.10156,2587.320068,1,3,2
slopeD,29.9064007,-2.0681801,-0.631653,-0.184082,122.4700012,34.0954018,14.9217997,0.465478,0.482129,0.510169,28.5865002,28.0396004,28.7700005,23.1053009,0.146285,138.5189972,4.61446,0.512318,0.509984,0.522822,-0.0064277,-0.0085563,-0.0102347,0.0122142,0.0162499,0.0188897,-0.0008892,-0.0012684,-0.0010276,-0.0012831,-0.0018309,-0.0015119,7571.27002,11153.7002,67.0820007,372.1560059,5660.419922,39450.19922,27869.09961,2032.969971,5,6,2
slopeD,40.1325989,1.48642,0.004364,-0.0061951,60.5021019,19.3525009,10.5481997,0.632599,0.576703,0.539098,19.8064003,21.4043007,22.9438,-29.9825993,0.0451383,45.5424004,5.2318001,0.582842,0.576444,0.539633,0.0018395,-0.0006676,-0.0071424,-0.0059161,0.0017362,0.0172107,0.0036227,0.0063251,0.001744,0.0041606,0.0077787,0.0022134,226.7160034,7771.060059,130.3840027,36.0555,910.6389771,1497.959961,10544.7002,1484.729981,2,3,2
slopeD,27.1516991,1.56293,0.979034,0.701904,26.4356003,11.7367001,7.0434699,0.53546,0.562924,0.60887,13.5373001,16.7600002,19.4829006,17.0370007,0.290096,237.1809998,4.4953799,0.451555,0.482558,0.5332,0.002383,0.0067818,0.0085492,-0.0114227,-0.0237281,-0.0252648,-0.0017111,-0.0001568,0.0008092,-0.001824,-0.0001764,0.0009521,3969.399902,8395.490234,14.1421003,53.8516006,426.9379883,7831.899902,23098.30078,300.4509888,4,3,2
slopeD,39.0592995,0.195435,0.0542603,-0.250305,147.3159943,51.4958,23.1119003,0.503219,0.520982,0.538758,28.9920006,31.4104996,34.1585999,-6.65556,0.169893,88.9693985,5.15136,0.499255,0.51898,0.551787,-0.0007714,-0.0007474,-0.000313,0.0013756,0.001199,0.0004622,-0.0001444,0.0031092,0.0066182,-0.0002176,0.0050879,0.0116602,8013.870117,9732.75,458.803009,114.0179977,2160.76001,11240.2998,41143.60156,2419.959961,4,5,4
slopeD,34.4387016,-0.0839844,-0.0890503,0.0679932,83.9469986,34.5395012,17.184,0.607169,0.516363,0.524031,21.7148991,26.5890999,29.4561996,15.8983002,0.0687413,118.9250031,4.85006,0.609732,0.520497,0.519509,-0.0045661,-0.0077479,-0.010105,0.0114619,0.0154634,0.0178007,0.0035706,0.0028055,0.0019798,0.0044535,0.0039257,0.0030102,800.8120117,7419.990234,633.8770142,641.4050293,10060.40039,13571.2998,66647.10156,9956.360352,1,5,2
slopeD,29.9605007,-0.0847778,-0.0737915,-0.0701294,116.3679962,38.8574982,16.8145008,0.447364,0.463562,0.474156,26.6389999,28.9561005,30.3663998,10.1974001,0.267179,110.5429993,4.6169701,0.449381,0.466592,0.478522,-0.0001306,0.0033755,0.003592,0.0002649,-0.0062358,-0.0062383,-0.0018177,-0.0031906,-0.0032671,-0.0025187,-0.0046911,-0.0050199,13790.5,5958.100098,269.2579956,1055.459961,14101.09961,37667.69922,26133.30078,5956.27002,1,3,2
slopeD,35.7627983,1.03766,0.205933,0.0498657,132.5050049,48.5867996,23.7502995,0.580788,0.499592,0.501816,27.7872009,30.1681004,33.7435989,-20.0447006,0.0839948,303.2269897,4.9294901,0.556581,0.490903,0.498996,0.0022546,0.0031548,0.0047734,-0.0042112,-0.0053216,-0.0071348,0.0026254,-0.0004472,-8.59E-05,0.0038315,-0.0007026,-0.0001496,3034.340088,6020.310059,254.5579987,134.1640015,4044.459961,16182.5,18131.5,4511.970215,5,3,2
slopeD,22.6536999,1.3832999,0.51593,0.394165,51.9123993,17.4916992,7.6159401,0.58809,0.609485,0.637071,18.9088001,20.0100994,21.4997005,12.4724998,0.0741579,121.8690033,4.3344002,0.538768,0.577872,0.601159,0.0012285,-0.0043561,-0.0091873,-0.0036299,0.0121015,0.0236463,0.0032535,0.005787,0.011399,0.0038282,0.0069474,0.0140752,13481.90039,5775.600098,612.9439697,194.1649933,3824.639893,43036.60156,21640.5,7621.52002,5,3,2
slopeD,29.0445004,-4.8669701,-1.86438,-0.72052,130.6060028,38.7554016,19.5335999,0.407061,0.402931,0.468105,30.2395992,30.1404991,32.0894012,-21.4591007,0.0725506,321.3410034,4.5753899,0.516363,0.47847,0.509966,-0.0095347,-0.0201898,-0.0294508,0.0183577,0.0381134,0.0503367,-0.0017266,-0.0031363,-0.003502,-0.0024705,-0.0045451,-0.0054463,7218.029785,7218.029785,313.8469849,513.1279907,5783.100098,12478.2998,20026.69922,4256.52002,2,3,2
slopeD,27.9521999,-1.7023,-1.04132,-0.504089,38.5522003,19.5662003,10.0284996,0.377859,0.405345,0.352971,15.7690001,20.3264008,22.4857006,-9.15905,0.0567578,69.8117981,4.5282698,0.455359,0.470343,0.399992,0.0004504,-0.0039176,-0.0038021,-0.0018161,0.0105577,0.008809,-0.0031072,-0.0052261,-0.0116195,-0.0033982,-0.0063418,-0.0150132,13314.5,4096.830078,655.1339722,162.7879944,1121.079956,23702.69922,19040.90039,3158,3,3,2
slopeD,44.7247009,-2.30249,-0.599792,-0.204102,254.0509949,77.5662003,33.294899,0.45752,0.479319,0.480908,37.9821014,38.5737,39.4287987,-1.7233,0.417108,90.9768982,5.6298699,0.492834,0.496461,0.489814,-0.0032582,-0.0097747,-0.0090122,0.0043134,0.0126499,0.0110622,-0.0012869,-0.0014903,-0.0023108,-0.002533,-0.0030079,-0.0049589,2662.669922,2989.649902,143.1779938,530.0939941,7682.950195,19752.59961,33145.80078,3545.729981,7,3,2
slopeD,26.4591999,0.351624,-0.0101929,0.0338745,72.4136963,21.9925995,10.0354004,0.507898,0.507444,0.500324,22.2460995,22.5174007,23.9087009,16.0872993,0.70002,232.0149994,4.46802,0.496801,0.508005,0.497516,0.0024959,0.0009913,0.0007123,-0.0066576,-0.002425,-0.001632,0.001074,-0.0008924,-0.0013995,0.0013082,-0.0011252,-0.0018179,18728.59961,4169.229981,627.6939697,223.6069946,5321.640137,26440,13796.2998,8386.929688,3,3,2
slopeD,35.9370995,1.2771,0.736023,0.389526,181.7420044,58.0355988,24.8738003,0.488834,0.537719,0.562926,32.2851982,34.3735008,35.4043007,-4.2199702,0.299433,84.0930023,4.94034,0.464498,0.514208,0.544479,0.0038442,0.0029931,-0.0003544,-0.0060655,-0.0044643,0.0005116,-0.00092,0.0011332,0.0045306,-0.0015267,0.0019776,0.0081565,11302,4662.029785,713.09198,94.339798,2987.320068,33123.19922,15754.2002,9091.679688,4,3,2
slopeD,12.8430996,0.661667,0.277985,0.112747,15.2601995,5.15516,2.2513001,0.522974,0.514344,0.521244,11.0958004,11.7314997,12.1169004,7.9683499,0.94094,231.3240051,4.1026402,0.485942,0.485836,0.503063,0.0037188,0.0045596,0.0044472,-0.0248143,-0.0244956,-0.0218307,-0.002131,-0.0001261,0.0010232,-0.0022031,-0.0001327,0.0010875,8096.729981,1445.339966,826.1959839,200,3038.899902,17225.40039,6776.709961,4145.220215,1,3,2
slopeD,43.2673988,2.88943,1.2208101,0.450638,171.6730042,53.7044983,29.1492996,0.598563,0.547333,0.521693,32.7639008,35.0603981,36.6758995,-31.1490993,0.439678,316.4129944,5.4932799,0.538358,0.504975,0.499372,-0.000258,0.0126729,0.0192687,0.0004596,-0.0205667,-0.0277345,0.0025263,0.0034348,0.0002857,0.0038099,0.0055663,0.0005159,10663.5,4680.009766,215.8699951,42.4263992,1277.689941,6082.930176,3333.959961,2167.02002,3,3,2
slopeD,31.0307007,-2.4014299,-1.15198,-0.549805,109.7519989,31.8887005,13.4547997,0.432446,0.476516,0.507436,26.8715,27.5009003,28.1072998,16.7821999,0.664828,122.3069992,4.6680398,0.489314,0.526835,0.544918,-0.0026518,-0.0087806,-0.0165764,0.0053239,0.0172727,0.0318539,-0.0010755,-0.0014087,-1.07E-05,-0.0014996,-0.0019886,-1.53E-05,4246.75,7256.040039,486.6210022,550.0910034,9639.799805,27277.5,68877.5,9754.120117,1,3,2
slopeD,17.4862995,-1.86078,-0.616821,-0.22821,47.6138,11.7072001,4.77882,0.443942,0.389925,0.424853,19.1529999,17.4286003,17.2830009,11.7655001,0.135382,225.6889954,4.1938,0.510347,0.436776,0.451935,-0.0035624,-0.0040076,-0.0016142,0.0110665,0.0130959,0.005285,-0.0007044,-0.004917,-0.0072471,-0.0008167,-0.0056237,-0.0082846,2152.300049,2152.300049,42.4263992,56.5685005,915.690979,19869.5,19869.5,799.0839844,8,5,2
slopeD,35.7574997,0.630005,0.274597,0.42688,153.5359955,42.4990997,17.4771996,0.559991,0.527663,0.525696,30.5715008,30.9591007,30.9524002,-7.7052798,0.264943,80.2334976,4.9291601,0.54696,0.516962,0.500158,0.0010765,-0.0016988,0.0011191,-0.0018588,0.0028747,-0.0018649,0.0026185,0.0008716,-0.0016927,0.004041,0.0013659,-0.002685,10156.2002,8269.900391,42.4263992,228.0350037,2679.459961,10290.40039,30948.69922,1573.839966,2,3,2
slopeD,34.6603012,-3.30072,-1.3981301,-0.575134,143.3159943,41.6086006,18.0592995,0.429796,0.43926,0.443454,31.0624008,30.8724003,31.4183006,34.4614983,0.061232,186.1329956,4.8629899,0.498408,0.492964,0.477751,-0.0053648,-0.0131665,-0.0180427,0.0096887,0.0233956,0.030551,-0.0004246,-0.0026764,-0.0040083,-0.0006342,-0.0040438,-0.0062788,7138.419922,1008.460022,125.3000031,152.6430054,3787.860107,14262.90039,7039.069824,3341.050049,7,3,2
