class,slp,sp21,sp11,sp7,rph21,rph11,rph7,diss21,diss11,diss7,slpmn21,slpmn11,slpmn7,sei,hli,asp_lin,sar,ssr21,ssr11,ssr7,crossc21,crossc11,crossc7,planc21,planc11,planc7,proc21,proc11,proc7,longc21,longc11,longc7,us_dist,state_dist,local_dist,strm_dist,strm_cost,us_cost,state_cost,local_cost,steve,dspm,drain
not,6.7966399,-0.0139465,-0.0064087,0.0108337,5.0963602,1.34821,0.537403,0.514895,0.515773,0.527929,6.2456799,6.1437898,6.1171498,5.9357901,0.933693,149.9570007,4.0283098,0.516431,0.517134,0.524204,-0.0005619,-0.0006862,-0.0010135,0.0052202,0.0064697,0.009648,-0.0002095,0.0004915,0.0004081,-0.0002131,0.0004998,0.0004149,5388,5390.75,300.1669922,623.6989746,5092.700195,8976.589844,12639.09961,2311.899902,1,5,2
not,8.8427401,0.727722,0.258682,0.0824432,12.8783998,2.9562299,1.1527801,0.595376,0.561167,0.53659,10.3171997,9.2185097,9.04354,-6.40833,0.104138,318.5809937,4.04812,0.548232,0.522837,0.516584,0.0011414,0.0027186,0.0034586,-0.006737,-0.0174054,-0.022595,0.0006544,0.001205,0.0017765,0.0006827,0.0012494,0.0018393,6940.330078,3787.939941,271.6619873,120.4160004,1414.26001,5754.919922,4589.660156,1624.410034,7,11,2
not,15.0775995,2.9630699,0.879028,0.306335,29.7978001,7.70751,3.3283999,0.615483,0.607941,0.590828,19.0702991,16.3458004,15.1115999,14.1271,0.133159,161.7100067,4.1426101,0.494291,0.535915,0.550155,0.0082293,0.0086723,0.0053849,-0.0412795,-0.0418056,-0.022781,-0.0002266,0.0054794,0.0092268,-0.0002402,0.0058369,0.0100108,16072.59961,128.0619965,80.6225967,114.0179977,2083.149902,36159.80078,2085.879883,1602.349976,3,3,2
not,15.3323002,0.90387,0.452881,0.279663,27.4701004,6.2069302,2.3833301,0.565115,0.575568,0.587082,14.5146999,13.1456003,12.6093998,8.5940704,0.0804742,123.5699997,4.1476202,0.522856,0.530867,0.53784,0.0014574,0.0011839,0.0017982,-0.00578,-0.0050739,-0.0080434,0.0012675,0.0015912,0.0039034,0.0013903,0.0017229,0.0041997,2133.780029,1520.689941,104.4029999,510.0979919,5217.220215,22196,22196,1907.930054,7,6,2
not,28.3927994,0.39151,0.0343628,-0.0011902,122.6989975,36.1202011,14.8436003,0.513717,0.495142,0.497002,27.5648003,28.4242001,29.0555,-16.6543999,0.0631066,305.8450012,4.5469599,0.504819,0.493671,0.497083,0.0014449,0.0012917,0.00052,-0.0030135,-0.0023932,-0.0009408,-0.0018522,-0.0002286,4.75E-05,-0.0025263,-0.0003355,7.09E-05,872.3530273,16461.59961,900.2780151,142.1269989,2320.129883,4750.810059,39968.19922,4528.970215,3,3,2
not,25.8519993,-2.38269,-1.23193,-0.741333,108.8809967,35.1913986,14.1787004,0.475354,0.435707,0.427168,25.4459991,28.2791004,28.7131996,1.0345,0.463445,96.1502991,4.4448199,0.535908,0.488256,0.475047,-0.0053782,-0.0074974,-0.007697,0.0115182,0.0141312,0.0141839,0.0005868,-0.0022,-0.0043522,0.0007888,-0.0031915,-0.0064098,8397.889648,2010.219971,545.6190186,463.8970032,6143.779785,27227,16580.30078,8487.839844,1,3,2
not,25.0993004,-1.26355,-0.318115,-0.0690308,105.7180023,27.4727001,10.4664001,0.435437,0.454991,0.478432,26.1445999,25.8516006,25.2518005,12.6940002,0.779276,119.3099976,4.4170899,0.466674,0.470237,0.483877,-0.002521,-0.0025319,-0.002979,0.0051614,0.00525,0.0062898,-0.0018394,-0.0030221,-0.002881,-0.0025354,-0.0041356,-0.0039029,4970.160156,4957.680176,89.4427032,63.2456017,1430.73999,13367.59961,20916.09961,2103.540039,3,3,2
not,6.77739,1.50696,0.607574,0.262177,8.35602,2.0664201,0.727353,0.781791,0.752932,0.705738,8.1398802,7.78406,7.1987901,-1.45104,0.500735,78.2247009,4.0281501,0.668465,0.66039,0.635082,-0.0003964,0.0009844,0.0019377,0.0035271,-0.008113,-0.0165222,0.0033254,0.0071188,0.0081566,0.0033886,0.0072766,0.0083254,292.0620117,4203.049805,94.8683014,241.6609955,2086.25,2151.360107,11044.40039,664.6229858,4,3,2
not,13.9965,0.947021,0.294861,0.0967407,33.2412987,9.6925001,3.6414599,0.615561,0.57269,0.536018,15.0518999,15.9610996,15.7510996,-13.4827995,0.143709,15.2221003,4.1223898,0.574641,0.550486,0.524027,0.0009082,0.0011824,0.002321,-0.0034421,-0.0041599,-0.0082488,0.0020623,0.0029425,0.0035798,0.0022814,0.0033062,0.0040132,37419.89844,14465.59961,648.151001,284.605011,4410.52002,147468,70392.10156,9465.19043,1,3,4
not,29.9438,-1.11676,-0.613403,-0.355652,124.3010025,38.3641014,15.7701998,0.451648,0.444248,0.440439,27.2646999,29.0034008,29.6713009,9.9917498,0.265932,108.836998,4.61619,0.477785,0.470163,0.463899,-0.0006046,-8.00E-07,-0.0006699,0.00116,1.40E-06,0.0011727,-0.0015763,-0.003273,-0.0054997,-0.0022604,-0.0049023,-0.008401,3886.409912,5699.910156,189.7369995,220.9069977,4849.490234,18177,32026.69922,4201.899902,4,6,2
not,0.647791,-0.0076828,0.0033112,0.001564,0.0642087,0.014681,0.0059606,0.236167,0.530414,0.521126,1.04035,0.629851,0.641954,0.0457712,0.50251,94.0594025,4.0002599,0.240179,0.523443,0.516096,-0.0005194,-1.21E-05,-1.27E-05,0.0538795,0.0011032,0.0011403,-4.16E-05,5.55E-05,6.00E-05,-4.16E-05,5.55E-05,6.00E-05,5498.529785,2965.889893,50,20,15.184,1433.449951,268.1929932,53.3180008,5,8,6
not,1.64152,0.617798,0.103607,0.0201111,0.644397,0.0724637,0.0264702,0.860278,0.796734,0.661064,3.83829,1.94469,1.59139,-1.49089,0.227868,330.0100098,4.0016398,0.683007,0.712863,0.633918,0.0037454,-0.0003031,-0.000761,-0.803348,0.0188648,0.0414849,0.0001438,0.0029962,0.0027905,0.0001438,0.0029974,0.0027919,3908.060059,2830.280029,371.2139893,210.2380066,1205.290039,5281.419922,8746.200195,1306.619995,3,3,2
not,1.40993,-0.611191,-0.294479,-0.102898,0.422847,0.239461,0.0914494,0.252457,0.256456,0.293319,3.2257299,4.3705401,4.27915,-1.29584,0.124508,46.2588005,4.0012102,0.497304,0.385813,0.348788,-3.00E-07,-0.0002824,4.00E-06,1.50E-05,0.0160114,-0.0003725,-0.0011894,-0.0040055,-0.0042715,-0.00119,-0.0040074,-0.0042723,837.7349854,713.8629761,407.0629883,92.1953964,133.5,1201.369995,547.1710205,179.9940033,8,10,8
not,9.8920298,-1.78284,-0.475037,-0.441223,51.9227982,16.7772999,5.7068601,0.241421,0.392934,0.4548,18.6030006,21.4643993,21.7250996,4.1721902,0.0745444,97.4381027,4.06036,0.306397,0.422756,0.495151,0.0010977,0.0028822,0.0021351,-0.0035489,-0.00807,-0.0057499,-0.008614,-0.0067708,-0.0012984,-0.0098792,-0.0081067,-0.001576,1091.099976,1091.099976,40,20,314.4259949,2450.929932,2450.929932,388.5830078,3,5,1
not,15.3929996,1.5899,0.604614,0.24823,93.9840012,26.0604,10.2207003,0.563931,0.551296,0.535525,24.8941994,24.9965,24.9223995,15.0705996,0.0937871,162.6179962,4.1488299,0.524042,0.521509,0.51592,0.0017726,0.0051151,0.0049041,-0.0038807,-0.0109685,-0.0104817,0.0014854,0.0028435,0.0038627,0.0019738,0.0038198,0.0051981,9864.019531,4750.350098,447.2139893,188.6799927,3955.030029,53542.69922,32876.5,7483.720215,1,3,2
not,2.43224,0.92215,0.29985,0.119247,2.0609801,0.314929,0.0948831,0.857252,0.833012,0.740181,4.3752398,3.29704,2.69683,1.74725,0.152847,230.4179993,4.0036101,0.713516,0.708046,0.64429,0.0003935,0.0007254,0.0007668,-0.0060224,-0.0144486,-0.0182371,0.0029548,0.0037947,0.0042074,0.0029737,0.003809,0.0042185,304.1380005,304.1380005,156.5249939,120.8300018,1023.109985,1278.579956,1278.579956,340.6229858,2,5,1
not,18.9570999,-1.44189,-0.626709,-0.373108,71.5435028,21.7108994,8.8328104,0.468988,0.504239,0.484245,21.6662998,23.1308002,22.9843006,-14.3341999,0.839251,332.9100037,4.2293901,0.513064,0.537476,0.516943,-0.003833,-0.0060773,-0.0084225,0.0099109,0.014563,0.0201965,-0.0003608,0.0003426,-0.0002547,-0.0004447,0.0004359,-0.0003239,2289.73999,341.7600098,190.2630005,202.2369995,3840.5,11695.2002,4208.799805,2919.780029,5,3,2
not,20.809,-1.30981,-1.26349,-1.04242,3.00793,3.0629799,2.45152,0.0890168,0.082229,0.0824401,4.2032199,6.7836099,9.6374903,19.3005009,0.289797,156.1239929,4.27913,0.393933,0.383348,0.33151,0.0001313,0.0004214,0.0008868,-0.0022939,-0.0036017,-0.0050475,-0.0001511,-0.0030255,-0.0115613,-0.0001518,-0.0030879,-0.0121008,7876.100098,7695.120117,40,44.7214012,122.2689972,1543.530029,6758.540039,128.8529968,7,8,6
not,10.0642004,1.71439,0.72641,0.29425,18.7103996,4.8708701,1.72751,0.658315,0.591751,0.56229,12.7982998,12.3035002,11.4761,9.6283302,0.0487836,192.6089935,4.06251,0.566094,0.508858,0.506894,0.0017536,0.0074881,0.0096267,-0.0086449,-0.0378781,-0.0502531,0.0022113,0.002401,0.002128,0.0023491,0.0025431,0.0022462,6478.970215,2601.120117,1814.640015,60,865.3430176,22764.40039,8646.849609,8822.490234,1,3,2
not,3.0613799,-0.813599,-0.264282,-0.0812378,1.84057,0.417628,0.144631,0.271992,0.287756,0.364492,4.5591602,4.0307798,3.5076399,-1.0274301,0.0638743,72.7872009,4.0057201,0.393016,0.37539,0.414178,-0.001417,-0.0016795,-0.0017801,0.0275841,0.0340577,0.0356289,-0.0019599,-0.0026909,-0.0032632,-0.0019677,-0.0027007,-0.0032754,17054.90039,2397.080078,98.4886017,223.6069946,533.2969971,24982.5,16069.2998,933.5310059,5,5,1
not,32.1273994,0.9646,0.678772,0.29834,111.276001,32.9143982,13.3289003,0.480683,0.518292,0.543762,26.2042999,27.7922001,27.7050991,-30.6446991,0.374898,19.5245991,4.72329,0.458692,0.488575,0.522748,-2.50E-05,0.0056926,0.0073705,5.19E-05,-0.0108876,-0.0141006,-0.0020107,0.0007242,0.0043267,-0.0027467,0.0010406,0.006216,12608.90039,6582.419922,1300.5,384.8380127,5700.540039,32583.19922,32572.90039,13284.90039,1,6,2
not,9.7866898,4.1099901,1.2132601,0.517761,25.6567001,4.58254,1.6515501,0.746825,0.651982,0.585112,17.8950996,13.5348997,11.7988005,1.31218,0.0797884,99.6520996,4.0590701,0.547276,0.508871,0.478594,0.0115692,0.0157012,0.0163899,-0.0659897,-0.0852451,-0.0920776,0.0020731,0.0039412,0.0032197,0.0021694,0.0041435,0.0033739,10681,281.7799988,161.5549927,31.6228008,675.4940186,22009.30078,2190.590088,1973.52002,3,5,2
not,31.3134003,-0.0108643,0.0392456,0.0361328,153.0639954,44.4319992,17.5844994,0.516406,0.523167,0.513406,29.7099991,31.2530003,31.2858009,27.5293999,0.729008,151.4179993,4.6819901,0.516631,0.521691,0.511228,-0.0020035,-0.0014423,-0.0019992,0.0036911,0.0023755,0.0032726,-0.0009816,0.0013457,0.0010757,-0.001446,0.0021548,0.0017309,9114.299805,880.2269897,810.4320068,407.0629883,5496.229981,33369.39844,11134.59961,9368.820313,1,3,2
not,14.9552002,0.513123,0.515686,0.326904,54.6661987,12.4415998,4.5650401,0.478031,0.5199,0.556112,20.2772999,18.2933998,17.5914993,5.8499999,0.0967712,105.9509964,4.1402402,0.461304,0.483261,0.520272,-0.000471,0.0011123,0.0039279,0.0012996,-0.0033421,-0.0123452,-0.0015782,0.0011093,0.0022609,-0.0018991,0.0012986,0.0026128,4766.419922,6712.410156,125.3000031,196.977005,4060.149902,26717,66624.39844,2236.610107,1,3,2
not,22.0587997,-0.366394,-0.17041,-0.0556641,54.0317993,15.0067997,6.2922401,0.554628,0.522502,0.536856,19.8029995,19.4193001,19.7408009,-21.3652,0.0684712,342.2130127,4.3159299,0.566651,0.53331,0.542556,-0.0015622,-0.0018792,-0.0033417,0.0043942,0.0053319,0.0092714,0.0011138,0.0004434,0.0013577,0.0013314,0.0005285,0.0016306,6878.259766,6878.259766,832.5859985,807.7750244,15882.2998,30200.59961,37749.10156,12510.59961,4,6,2
not,2.09887,0.0883789,-0.0065918,0.0394897,0.482431,0.0780182,0.0422757,0.511303,0.405688,0.556528,4.01019,2.71118,2.57389,1.41354,0.174616,116.8450012,4.0026898,0.490781,0.409566,0.507698,0.0004616,-0.000503,-0.0013144,-0.0234654,0.0281264,0.0707482,0.0001094,5.31E-05,-0.0007881,0.0001094,5.31E-05,-0.0007885,63.2456017,10043,41.2310982,41.2310982,128.8890076,463.5660095,48382.39844,53.5060005,4,8,6
not,3.3945501,-0.692032,-0.292938,-0.0787964,2.9021101,1.04749,0.369655,0.405258,0.267638,0.307215,5.0939498,5.0985899,5.2429099,-1.68801,0.0597566,305.4500122,4.00703,0.502862,0.348503,0.339528,-2.72E-05,-0.0005656,0.0001927,0.0003467,0.0066233,-0.0021735,-0.0008692,-0.0039808,-0.0055735,-0.0008773,-0.0040245,-0.0056393,11866,94.8683014,50,31.6228008,87.648201,8854.759766,204.8699951,133.0789948,3,4,1
not,21.4937,-5.0309401,-1.9001499,-0.792358,27.0007992,9.5692596,4.30443,0.107033,0.196555,0.289134,18.6362991,18.9118004,18.8841,19.0468006,0.107022,150.0010071,4.2989602,0.320641,0.34471,0.384165,-0.0003211,-0.0024755,-0.0023907,0.0017053,0.0108826,0.009579,-0.01134,-0.0179531,-0.0247329,-0.0119482,-0.0193644,-0.0270794,60.8275986,377.3590088,28.2842999,0,155.2100067,575.3920288,1995.410034,343.54599,4,3,2
not,32.1323013,2.92328,0.64801,0.227905,138.2440033,50.9376984,21.1138992,0.664224,0.575597,0.535176,29.0337009,31.6926994,33.7132988,-16.5142994,0.32763,59.3722,4.7235398,0.59802,0.551115,0.522407,0.00112,0.0023438,0.0027807,-0.0023747,-0.003852,-0.0042283,0.0097691,0.0074666,0.0051259,0.0132036,0.0119761,0.0087886,3894.159912,4574.990234,473.8139954,192.0939941,3980.469971,13429.59961,20535.5,7579.02002,4,3,2
not,2.75021,0.517517,0.191162,0.078598,1.87466,0.403848,0.140827,0.588655,0.5811,0.549013,4.3425698,3.79635,3.2648101,-2.16378,0.0501088,46.6262016,4.0046101,0.502468,0.515,0.497321,0.0010458,0.0019125,0.0025125,-0.0179422,-0.0340652,-0.0468669,0.0005396,0.0007091,0.0013987,0.0005424,0.0007124,0.0014048,9157.959961,605.3920288,60,2726.189941,3245.879883,7618.089844,1075.280029,181.5579987,5,6,2
not,0.866412,-0.12616,0.046875,0.0167847,0.802759,0.0106033,0.0051426,0.0840338,0.786165,0.725923,3.2665999,0.623747,0.58462,-0.372831,0.883692,290.9379883,4.0004601,0.104132,0.662033,0.667586,6.69E-05,8.98E-05,5.01E-05,-0.0017579,-0.0137443,-0.0054631,-0.002696,0.0005073,0.0007834,-0.0027019,0.0005073,0.0007835,191.0500031,136.0149994,0,50,57.1516991,224.2510071,90.0277023,5.39431,2,1,1
not,15.8787003,-1.91864,-0.617065,-0.240967,40.4194984,11.0438004,4.1609201,0.446821,0.473629,0.48145,17.6902008,17.5310001,17.0296993,4.7288599,0.0676138,106.2890015,4.15868,0.521635,0.519795,0.510756,-0.0057021,-0.0079163,-0.0100992,0.019603,0.0261609,0.0338142,-0.0008338,-0.0007482,-0.0005461,-0.0009418,-0.0008533,-0.0006208,17610,4543.799805,1347.660034,304.1380005,5355.029785,62282.30078,26758.19922,7767.439941,7,3,2
not,27.3278008,1.75912,1.58936,1.14063,9.3283796,7.4931998,5.8439202,0.689388,0.784921,0.807059,7.7133698,10.6450996,15.4977999,27.3050995,0.241503,180.5829926,4.5025001,0.484095,0.563638,0.643773,-0.001682,0.0010029,0.0026784,0.0152266,-0.0049652,-0.0093104,0.0015871,0.0056733,0.0184981,0.0016162,0.006024,0.0208413,3910.610107,3910.610107,174.6419983,151.3269958,638.8859863,3408.100098,3408.100098,685.0209961,2,3,2
not,8.3231096,1.57611,0.321335,0.0808563,14.5486002,2.74757,0.952386,0.85967,0.712896,0.618086,10.7708998,8.5397396,8.2245598,-4.0602999,0.243148,303.7810059,4.0425801,0.759304,0.665935,0.596759,4.44E-05,6.59E-05,-0.0002174,-0.0002695,-0.0004394,0.0015106,0.0072407,0.007051,0.0058148,0.0075378,0.0072906,0.0059965,11657.5,1729.77002,36.0555,170,1793.040039,24540.09961,3563.350098,204.2640076,1,3,2
not,22.6362991,-0.235718,-0.212402,-0.112549,70.1228027,19.7801991,8.08179,0.50096,0.49175,0.475286,21.8313007,22.0123997,22.1527996,21.4717999,0.05326,160.7649994,4.3338499,0.507816,0.503908,0.485599,5.70E-05,-0.0008405,-0.0010761,-0.0001447,0.0020849,0.0026438,0.0001733,-4.00E-07,-0.0017246,0.0002152,-4.00E-07,-0.0021704,1694.98999,1694.98999,100,136.0149994,2598.149902,17272,17272,2047.810059,5,6,2
not,35.1133995,1.45813,0.912231,0.603882,121.0830002,42.0979996,19.3938007,0.643761,0.639565,0.613106,25.7712002,28.7327003,31.0084991,24.7563992,0.0642527,134.7050018,4.8898802,0.608326,0.600538,0.574493,-0.0038939,-0.0062626,-0.0064469,0.0078739,0.0111536,0.0106614,0.0039093,0.0075278,0.0104505,0.0054278,0.011355,0.0166784,4138.180176,4862.52002,890.2249756,357.7709961,4055.600098,28715.90039,27921.19922,17666.19922,5,7,2
not,10.3059998,1.16783,0.377136,0.21875,9.4485598,3.08564,1.25345,0.657253,0.606157,0.560485,8.7579098,8.9088402,9.3823099,3.53529,0.10756,108.8850021,4.0655899,0.567326,0.549192,0.512805,0.0020414,0.0024068,0.0027357,-0.0142914,-0.015541,-0.0169488,0.0020227,0.0022229,0.0014703,0.002085,0.0023034,0.0015281,4110.919922,4393.549805,130,565.6849976,2003.069946,5683.990234,6450.529785,986.7639771,3,3,2
not,8.2735996,2.58112,0.766602,0.280396,15.8136997,3.2181101,1.03444,0.705424,0.635827,0.555544,14.2061996,11.5443001,9.4901304,6.22824,0.221263,132.9790039,4.0420699,0.56163,0.541367,0.48695,0.0047302,0.0129644,0.0145834,-0.0375291,-0.100068,-0.11284,-0.0008613,-0.0003486,-0.0018857,-0.0008819,-0.0003574,-0.0019332,18118,1698.530029,174.9290009,161.2449951,1739.219971,48450.19922,4137.339844,1508.640015,3,3,2
not,3.99703,0.116699,0.0159912,0.0728149,7.6932402,2.09075,0.530386,0.441687,0.475282,0.509187,7.9918499,8.4016104,6.9651599,-3.77684,0.104295,353.9379883,4.0097499,0.431898,0.472998,0.489404,0.0022872,0.001653,0.0009575,-0.0196677,-0.0130611,-0.0088411,-0.0002736,-0.0019062,-0.0012702,-0.0002792,-0.0019522,-0.0012926,6505.359863,7646.759766,156.5249939,178.0449982,1733.900024,37610.69922,14704.7002,1065.75,4,5,2
not,10.2589998,-2.6305799,-0.25209,0.161652,12.6066999,2.7399299,1.09778,0.191571,0.375574,0.533599,15.0648003,12.7413998,9.1950102,-1.4622101,0.0524909,276.375,4.06499,0.34868,0.4075,0.495803,-0.0031079,-0.0057,-0.0036918,0.0314661,0.0521597,0.0267191,-0.0071364,-0.0108753,-0.0030473,-0.0072411,-0.0110707,-0.003135,7854.149902,70.710701,10,50,267.072998,28561.69922,431.1400146,74.0024033,4,3,2
not,4.6781802,0.188965,0.0823975,0.0474243,2.5476301,0.766,0.340323,0.481731,0.527534,0.523181,4.5362902,4.51331,4.81499,4.1111002,0.0890117,201.9519958,4.01337,0.452424,0.504053,0.501991,0.0003118,0.0009196,0.0007625,-0.0041246,-0.0117655,-0.0093398,-0.0003399,0.0001614,0.0001656,-0.0003428,0.0001629,0.0001673,8854.599609,12086.7002,110,161.5549927,532.8099976,43129.5,43574.5,560.65802,4,5,2
not,1.4169199,1.11703,0.119904,-0.0605469,1.21257,0.173932,0.0540331,0.773581,0.70716,0.489677,5.5265899,3.39413,2.30549,-1.09737,0.0983718,43.9235001,4.0012202,0.583407,0.638593,0.554286,0.0031946,0.0038732,0.0021849,-0.0882358,-0.118148,-0.0674781,0.0031814,0.002425,0.0012189,0.0031877,0.0024289,0.0012208,2586.77002,4627.100098,10,192.0939941,2004.439941,9351.969727,14577.90039,26.4894009,1,3,2
not,14.6491003,1.82625,1.13603,0.514297,18.9934998,9.6477404,3.9484601,0.692171,0.764333,0.734778,11.5042,14.5753002,15.2412996,-4.16327,0.067854,74.8429031,4.1343999,0.574305,0.665934,0.668425,-0.0008478,0.0001557,0.0012151,0.0051183,-0.0005983,-0.0044514,0.0028308,0.0124996,0.0180691,0.0029481,0.0137915,0.0201259,5704.569824,3232.610107,114.0179977,40,547.6989746,11443.7002,12145.40039,782.0380249,4,3,2
not,35.9673004,0.0053101,0.213928,0.180603,177.6649933,60.2626991,24.4188004,0.514996,0.503999,0.504749,31.4405003,35.0018997,35.5573006,-5.2295299,0.327243,82.5587006,4.9422202,0.514893,0.497072,0.495692,-0.0029823,0.0006291,0.0014127,0.0050485,-0.0009061,-0.0019843,-0.0015623,-0.0005902,-0.0002052,-0.0024477,-0.0010649,-0.0003796,15429.5,2424.399902,629.3649902,36.0555,1164,46888.60156,29148.19922,9059.980469,1,3,2
not,2.3851099,-0.12709,-0.071167,-0.0629349,0.378489,0.104462,0.051402,0.389565,0.409615,0.395241,1.80478,1.6466,1.78799,-1.70666,0.127451,312.8150024,4.0034699,0.434599,0.468109,0.471144,-9.94E-05,2.11E-05,0.0001024,0.0032646,-0.0007337,-0.0033232,-0.0003616,-0.0002242,-0.0003919,-0.0003621,-0.0002244,-0.0003925,2146.73999,3177.229981,53.8516006,110,246.1869965,1790.920044,4284.359863,124.1470032,3,4,5
not,31.3071995,0.62793,0.33197,0.204468,154.173996,43.9122009,18.0314007,0.539238,0.53199,0.529899,30.4692001,30.8388004,31.4269009,-24.7600994,0.761173,322.4060059,4.6816902,0.526504,0.519037,0.517344,-0.000496,-0.0006823,0.0003054,0.0008393,0.001137,-0.0005002,0.0013142,0.001962,0.0028133,0.0020599,0.003112,0.0045251,2748.979981,15074.2002,228.2539978,202.4850006,6151.689941,23838.30078,52316,6723.540039,5,3,2
not,1.65834,-0.355255,-0.117035,-0.0491028,0.269383,0.0617628,0.0391853,0.254348,0.424684,0.429156,2.6739399,1.79757,1.79676,-1.40758,0.0800214,5.1002002,4.0016799,0.352952,0.520564,0.495342,-0.0005616,-0.001263,-0.0014341,0.0326187,0.0721938,0.0626318,-0.0005735,-0.0007751,-0.0011126,-0.0005738,-0.0007755,-0.0011135,5960.910156,480,58.3095016,1281.910034,1926.469971,4863.970215,683.9799805,100.6569977,5,6,2
not,27.9009991,-0.25238,-0.206177,-0.186768,84.5311966,23.5870991,9.3941097,0.488051,0.487903,0.483209,23.6154003,23.7994003,23.9503002,9.1636496,0.0726829,107.2590027,4.5261302,0.495057,0.498851,0.498737,-0.0001845,-0.0001214,-0.0008796,0.0004193,0.0002737,0.0019781,-0.0001697,6.98E-05,-0.0004165,-0.0002213,9.14E-05,-0.0005459,12085.7998,4044.560059,655.1339722,635.6099854,12988,25511.69922,20492.19922,12707.7998,5,3,2
not,22.0806999,0.180908,0.517365,0.142334,64.0213013,23.2152996,8.5977697,0.488483,0.526722,0.511001,22.9629002,24.1327991,23.4773006,20.2313004,0.0625551,203.1369934,4.3165998,0.483125,0.499091,0.498467,-0.0005234,0.0051156,0.0090084,0.0015212,-0.0116335,-0.0209464,-0.0046123,0.0018296,0.0021178,-0.0054551,0.0023851,0.0027317,8420.379883,8420.379883,100,241.8679962,3920.419922,11692.5,11692.5,1426.560059,3,3,2
not,22.3684006,0.784927,0.31958,0.124481,64.4375,19.4911995,7.8628702,0.510079,0.523591,0.516197,20.4496994,21.8680992,22.0667,8.4666004,0.0735795,112.0199966,4.32547,0.484604,0.505487,0.504987,0.0024714,0.0030644,0.0030798,-0.0067713,-0.0076613,-0.0075998,-0.0005213,0.0010219,0.0017349,-0.0006288,0.0012767,0.0021793,12971.7002,5062.430176,191.0500031,291.20401,2823.620117,85892.39844,41370.19922,2212.810059,4,3,2
not,7.2122898,0.0025635,-0.0997925,-0.0447693,5.8784199,1.35453,0.570731,0.459292,0.424092,0.463461,7.1777,6.2295799,6.2041998,-3.7885399,0.226083,55.6152992,4.0318999,0.459053,0.445582,0.47859,-0.0002658,0.0006315,-0.0006102,0.0024588,-0.0058884,0.0056315,-0.0003789,-0.0007904,-0.0012678,-0.0003856,-0.000804,-0.0012902,24315.59961,5613.220215,41.2310982,60,276.8909912,54108.69922,22677,246.2610016,4,5,2
not,28.7458992,-0.287659,-0.0262451,0.0025024,133.2259979,36.9958992,14.5135002,0.442846,0.463365,0.47404,28.4309998,29.0039997,29.0107002,28.3694,0.0496791,189.6260071,4.5622401,0.448933,0.464443,0.473877,0.00178,0.002974,0.003448,-0.0033295,-0.0053832,-0.0062505,-0.0027728,-0.0028911,-0.0028681,-0.004043,-0.004311,-0.0042722,16087,80,80,255.5390015,2247.580078,15401.5,1953.5,1953.5,4,3,2
not,26.6916008,0.406311,0.485474,0.43158,98.1261978,29.7740002,15.4164,0.515065,0.543758,0.590167,25.3418999,24.7028008,27.4078999,-19.9470005,0.081011,39.9818993,4.4770899,0.50437,0.519637,0.558554,-0.0023191,-0.0019605,-0.0034326,0.0055959,0.0039978,0.0066571,-0.0022635,0.0025768,0.0038962,-0.0028711,0.0035601,0.0055492,1233.290039,744.6480103,10,148.6609955,2182.229981,8648.19043,6030.390137,264.1069946,4,1,7
not,0.311219,-0.368393,-0.115295,-0.0364227,0.245638,0.0387072,0.010791,0.258794,0.257738,0.341798,2.28722,1.5945899,1.2803299,0.030048,0.990789,260.1010132,4.0000601,0.404842,0.394672,0.415814,-0.0012074,-0.0011436,-0.0017995,0.0588887,0.0742382,0.151012,-0.000522,-0.0003654,-0.0008096,-0.0005223,-0.0003656,-0.0008098,7553.660156,1480.300049,120.4160004,1181.060059,1528.670044,8385.929688,1722.839966,216.227005,5,6,2
not,26.8882999,1.34747,0.534302,0.129333,110.2679977,29.5240002,11.8520002,0.561152,0.513237,0.492055,26.8269997,26.6438999,26.6756992,-17.8666992,0.299782,311.9330139,4.4848599,0.528813,0.488013,0.482198,0.000351,0.0057878,0.0087149,-0.0007056,-0.0117328,-0.017429,0.0013335,0.001631,0.000417,0.0018579,0.0022612,0.0005828,4283.229981,1884.810059,303.644989,832.4060059,15062.2998,30131.5,27387,6526.169922,5,6,2
not,19.2511005,2.16272,0.833801,0.43811,67.1160965,16.9813995,6.6539202,0.551158,0.556623,0.548374,22.5107994,21.0755005,20.6758995,7.0203099,0.720363,112.3389969,4.2369199,0.486844,0.504998,0.505168,0.0052259,0.0073994,0.0083634,-0.0132863,-0.0198221,-0.0225175,0.0004075,0.0022768,0.0030416,0.0005057,0.002769,0.0036923,10028.7002,12146.2002,250,189.7369995,3518.51001,33018.19922,33018.19922,3975.280029,5,6,2
not,34.8879013,-5.8818102,-2.1731,-0.645477,51.5609016,20.8752003,11.8204002,0.271976,0.327849,0.384644,25.6674004,28.8600006,30.6893005,-34.5760994,0.0860322,5.9517999,4.87643,0.460087,0.437948,0.43111,-0.0046288,-0.0059722,-0.0050684,0.018905,0.0190192,0.0129382,-0.0114871,-0.025216,-0.035309,-0.0125354,-0.029036,-0.0437411,1717.119995,1717.119995,342.053009,300.1669922,2735.139893,4518.899902,4518.899902,2422.050049,1,3,2
